counter	SMILES (prior)	SMILES (after) round trip:
3808	NC(=O)c1c(CCC(c2ccc([nH]2)O)(C)C)c([C@H]2CC=CC=C2)c2c(c1O)scc2	NC(=O)c1c(CCC(c2ccc([nH]2)O)(C)C)c(C2CC=CC=C2)c2c(c1O)scc2
3809	ClC1=CC=CC2=C[C@H](c3c([C@H]12)[nH]c1c3CC=C([C@@H]1O)C)O	ClC1=CC=CC2=CC(c3c(C12)[nH]c1c3CC=C(C1O)C)O
3812	OC(=O)CCc1cccc(c1)C(=C/C=C/C(=O)O)C	OC(=O)CCc1cccc(c1)C(=CC=CC(=O)O)C
3814	OCc1cc(COC(=O)CCc2ccccc2)ccc1[C@H](c1ccccc1C)F	OCc1cc(COC(=O)CCc2ccccc2)ccc1C(c1ccccc1C)F
3815	C=COc1cccc2c1nc(CC)c(c2)[C@H](Cc1ccc(o1)C)O	C=COc1cccc2c1nc(CC)c(c2)C(Cc1ccc(o1)C)O
3816	CO[C@H]1C(=C[C@H](c2c1c1CCC[C@@H](c1cc2)C(=O)O)OC)CC(C)(C)C	COC1C(=CC(c2c1c1CCCC(c1cc2)C(=O)O)OC)CC(C)(C)C
3817	OCCC=C(c1ccccc1/C=C/C(=O)NCC(=Nc1cc(O)c2c(c1OCC=O)cccc2)O)C	OCCC=C(c1ccccc1C=CC(=O)NCC(=Nc1cc(O)c2c(c1OCC=O)cccc2)O)C
3820	CCCc1ccc(c2c1c(O)c(cc2Cl)C(=O)O)[C@@](C[C@@H]1CCC[C@@H](C1)O)(CC)O	CCCc1ccc(c2c1c(O)c(cc2Cl)C(=O)O)C(CC1CCCC(C1)O)(CC)O
3822	C/C=N\[C@H](c1ccc(c(c1)c1ccc2c(c1O)cccc2)Cc1ccc2c(c1O)cccc2)O	CC=NC(c1ccc(c(c1)c1ccc2c(c1O)cccc2)Cc1ccc2c(c1O)cccc2)O
3824	CCC(N[C@@H](c1cc2c(n1c1ccc(c(c1S(=O)(=O)C)C)CN)c(O)cc(c2)C(=O)O)O)CC	CCC(NC(c1cc2c(n1c1ccc(c(c1S(=O)(=O)C)C)CN)c(O)cc(c2)C(=O)O)O)CC
3825	CCc1sc2c(c1)c(ccc2)CC(=C(N[C@@H]1CC=C([C@H](C1)O)C)N)C(=O)NC(=O)C	CCc1sc2c(c1)c(ccc2)CC(=C(NC1CC=C(C(C1)O)C)N)C(=O)NC(=O)C
3828	CCCCCCC[C@H](c1c(O)nc(nc1[C@@H](CNS(=O)(=O)O)O)SC(=CCCCC#N)Cl)O	CCCCCCCC(c1c(O)nc(nc1C(CNS(=O)(=O)O)O)SC(=CCCCC#N)Cl)O
3831	O=Cc1c(O)c2cc[nH]c2cc1c1c(O)nc(n1c1cccc(c1/C=C/C(=O)O)O)C	O=Cc1c(O)c2cc[nH]c2cc1c1c(O)nc(n1c1cccc(c1C=CC(=O)O)O)C
3832	CC/C=C/C=C(/NC(=CC(=C)Cl)N(C(=O)OCC)C(=O)O)\O	CCC=CC=C(NC(=CC(=C)Cl)N(C(=O)OCC)C(=O)O)O
3833	COC(=C/C=C/C(=O)c1ccccc1)C[C@@H]1C=CCc2c1c(O)ccc2N	COC(=CC=CC(=O)c1ccccc1)CC1C=CCc2c1c(O)ccc2N
3835	CO[C@@H]1C(=C(Cc2c1cc1[C@@H](C=C[C@H](c1c2)O)CC(=O)O)c1cccc(c1)C(=O)O)C	COC1C(=C(Cc2c1cc1C(C=CC(c1c2)O)CC(=O)O)c1cccc(c1)C(=O)O)C
3836	N#CCCc1ccc(c2c1CC(=C[C@H]2Br)C(=O)O)O	N#CCCc1ccc(c2c1CC(=CC2Br)C(=O)O)O
3837	O[C@H]([C@H](c1ccccc1)C(=O)OCc1ccc2c(c1)cccn2)C[C@H](c1ccc2c(c1O)[nH]cc2)O	OC(C(c1ccccc1)C(=O)OCc1ccc2c(c1)cccn2)CC(c1ccc2c(c1O)[nH]cc2)O
3838	CCC[C@H](C(=O)OC(=O)CCc1c(ccc2c1cccc2O)C(=O)OCC)COC	CCCC(C(=O)OC(=O)CCc1c(ccc2c1cccc2O)C(=O)OCC)COC
3840	OC(=O)CCC1=C[C@H](O)c2c([C@H]1OCc1ccccc1)cccc2	OC(=O)CCC1=CC(O)c2c(C1OCc1ccccc1)cccc2
3841	COC1=CCc2c(C1)c(ccc2)C(=O)[C@H](NC(=O)c1cccc2c1cccc2)Cc1ccccc1	COC1=CCc2c(C1)c(ccc2)C(=O)C(NC(=O)c1cccc2c1cccc2)Cc1ccccc1
3843	COC(=O)N[C@@H](c1cc2cc(OC)ccc2c(c1F)Cl)CC(C)C	COC(=O)NC(c1cc2cc(OC)ccc2c(c1F)Cl)CC(C)C
3845	COCc1cc(C(=O)O)c(c(c1CC)C/C=C/C(=O)OCCCCOc1ccc(cc1)OC)CC	COCc1cc(C(=O)O)c(c(c1CC)CC=CC(=O)OCCCCOc1ccc(cc1)OC)CC
3846	C[C@H](c1cccc2c1[C@@H](O)C=C[C@@H]2O)/N=C\CC	CC(c1cccc2c1C(O)C=CC2O)N=CCC
3847	COc1cc(CCNC(=O)OCCc2cccnc2C)c(cc1O)[C@@H]1CC=C2[C@@H](C1)COC2	COc1cc(CCNC(=O)OCCc2cccnc2C)c(cc1O)C1CC=C2C(C1)COC2
3849	CCCOCCOc1ccccc1[C@@](C1=CCc2c(C1)c(O)ncc2)(CC[P@H](=O)O)CCOC	CCCOCCOc1ccccc1C(C1=CCc2c(C1)c(O)ncc2)(CCP(=O)O)CCOC
3850	OCCC[C@@H](c1ccc(cc1[C@H]1CC=CC=C1)O)Cl	OCCCC(c1ccc(cc1C1CC=CC=C1)O)Cl
3853	CC(CC[C@@H](C(=O)O)N[C@@H](C(=O)O)Cc1ccccc1)C	CC(CCC(C(=O)O)NC(C(=O)O)Cc1ccccc1)C
3854	CO[C@H]1C(=CCc2c1c1c(cc2Oc2ccncc2)c(cc2c1ccc(c2)O)C(=O)O)Cl	COC1C(=CCc2c1c1c(cc2Oc2ccncc2)c(cc2c1ccc(c2)O)C(=O)O)Cl
3855	C/C=C\C=C/C[n+]1c(C)[nH]c(c1C[C@H](CC(=O)OC(=O)NC(=O)CC)O)O	CC=CC=CC[n+]1c(C)[nH]c(c1CC(CC(=O)OC(=O)NC(=O)CC)O)O
3857	OC(=O)NC(=O)OC(=O)[C@H](C1=CNC2=C3C=CC(=C[C@H]3c3c([C@@H]12)cccc3O)O)C(=O)O	OC(=O)NC(=O)OC(=O)C(C1=CNC2=C3C=CC(=CC3c3c(C12)cccc3O)O)C(=O)O
3861	OC(=O)CCc1c(C)c(=O)c2=c(c1=O)c(=O)cc(c2=O)C/N=C(/OC(=O)CC(=O)O)\O	OC(=O)CCc1c(C)c(=O)c2=c(c1=O)c(=O)cc(c2=O)CN=C(OC(=O)CC(=O)O)O
3863	O=C(Oc1ccccc1Cl)CCc1cccc2c1[C@@H](O)N[C@@H]2c1cccc(c1)O	O=C(Oc1ccccc1Cl)CCc1cccc2c1C(O)NC2c1cccc(c1)O
3864	COC[C@@H]1C=C[C@H](c2c1c([C@H](O)N)c(c(c2)C)C[C@H](C(=O)O)C)C(=O)O	COCC1C=CC(c2c1c(C(O)N)c(c(c2)C)CC(C(=O)O)C)C(=O)O
3867	CC(Nc1c(C(=O)c2cc(ccc2O)C(=O)O)c(O)c(c2c1[C@H](O)C=C[C@@H]2O)O)C	CC(Nc1c(C(=O)c2cc(ccc2O)C(=O)O)c(O)c(c2c1C(O)C=CC2O)O)C
3868	C=C[C@H](c1[nH]c2c(c1CS(=O)(=O)c1cc3CCCCc3c(c1)C(=O)N)cc(cc2)C)O	C=CC(c1[nH]c2c(c1CS(=O)(=O)c1cc3CCCCc3c(c1)C(=O)N)cc(cc2)C)O
3869	CCNC(=O)c1c(O)cc(c2c1ccc[n+]2[O-])c1ccc(c(c1)NC=O)C(=O)O	CCNC(=O)c1c(O)cc(c2c1cccn2=O)c1ccc(c(c1)NC=O)C(=O)O
3870	OC(=O)/C=C/C(=O)C1=CCc2c([C@H]1C)c1cccc(c1cc2)C(=O)O	OC(=O)C=CC(=O)C1=CCc2c(C1C)c1cccc(c1cc2)C(=O)O
3871	C=C[C@H]([C@H](c1ccccc1C/N=C/1\CC(=CC(=C1C(=O)O)O)O)OCCCCC(=O)O)O	C=CC(C(c1ccccc1CN=C1CC(=CC(=C1C(=O)O)O)O)OCCCCC(=O)O)O
3874	CNC[C@H](Cc1c(C=O)cc(c2c1c(CC)ccc2)Cc1c(O)[nH]c(c1C(=O)O)O)O	CNCC(Cc1c(C=O)cc(c2c1c(CC)ccc2)Cc1c(O)[nH]c(c1C(=O)O)O)O
3875	NC[C@@H](Cc1cccc(c1)NC(=O)[C@H]([C@@H]([C@@H](C(=O)O)O)OC(=O)CC(=O)O)O)O	NCC(Cc1cccc(c1)NC(=O)C(C(C(C(=O)O)O)OC(=O)CC(=O)O)O)O
3878	Oc1cccc(c1)/C(=C\c1cc(C)cc2c1c(O)ccc2O)/O	Oc1cccc(c1)C(=Cc1cc(C)cc2c1c(O)ccc2O)O
3879	OC/C=C/[C@H]([C@H]([C@@H]1CCc2c(C1)ccc(c2)C)Cc1cccc(c1)OC)C(=O)O	OCC=CC(C(C1CCc2c(C1)ccc(c2)C)Cc1cccc(c1)OC)C(=O)O
3881	CCC(=N[C@H](c1ccc(c(c1OC)CC(O)(C)C)C[C@H](c1ccccc1C(=O)O)O)O)O	CCC(=NC(c1ccc(c(c1OC)CC(O)(C)C)CC(c1ccccc1C(=O)O)O)O)O
3885	OC[C@H]([C@@H](c1cccc2c1cc(O)c(c2)C)C[C@H]([C@H](CC)C)C)O	OCC(C(c1cccc2c1cc(O)c(c2)C)CC(C(CC)C)C)O
3886	COC(=C(C/C=C(\CC(=C)Sc1ccc(cc1)O)/Cl)C)c1ccc(c(c1)C(=O)CC(=O)O)C(=O)C	COC(=C(CC=C(CC(=C)Sc1ccc(cc1)O)Cl)C)c1ccc(c(c1)C(=O)CC(=O)O)C(=O)C
3887	COc1c(C(=O)OC(=O)NC(=O)[C@@H](C(=O)O)N)c(Cl)cc2c1c(C)c1c(c2)cc[nH]1	COc1c(C(=O)OC(=O)NC(=O)C(C(=O)O)N)c(Cl)cc2c1c(C)c1c(c2)cc[nH]1
3888	COCCCc1ccc2c(c1)[C@@H](O)C(=C1[C@H]2C=CC(=C1)C)O	COCCCc1ccc2c(c1)C(O)C(=C1C2C=CC(=C1)C)O
3889	O=C([C@@H](C(=O)O)NS(=O)(=O)O)Nc1cc2c(Cl)cc(cc2cc1O)C(C(=O)O)C(=O)O	O=C(C(C(=O)O)NS(=O)(=O)O)Nc1cc2c(Cl)cc(cc2cc1O)C(C(=O)O)C(=O)O
3890	N#Cc1cc(C(=O)NC(=NCc2c(O)cc(cc2O)O)O)c(c2c1CC=C[C@H]2N(C(=O)C)C)O	N#Cc1cc(C(=O)NC(=NCc2c(O)cc(cc2O)O)O)c(c2c1CC=CC2N(C(=O)C)C)O
3893	OC1=CCc2c([C@@H]1COc1ccccc1)c1CC(=CCc1c(c2)O)c1ccccc1C	OC1=CCc2c(C1COc1ccccc1)c1CC(=CCc1c(c2)O)c1ccccc1C
3894	Nc1cc(O)nc(c1)[C@@H](c1cc2c(o1)cccc2C(C)C)NC(=O)c1c(O)ccc(c1O)O	Nc1cc(O)nc(c1)C(c1cc2c(o1)cccc2C(C)C)NC(=O)c1c(O)ccc(c1O)O
3896	CCCOC(=O)C(=CC(=O)CC[C@H](O)C)C/C=C/c1cccc2c1cccc2	CCCOC(=O)C(=CC(=O)CCC(O)C)CC=Cc1cccc2c1cccc2
3899	FC/C(=N\[C@@H](C(F)(F)F)c1ccc2c(c1/C=C/C(=O)O)c1c(cc2)ccc2c1oc(c2)C#N)/O	FCC(=NC(C(F)(F)F)c1ccc2c(c1C=CC(=O)O)c1c(cc2)ccc2c1oc(c2)C#N)O
3900	CCOCc1ccc(cc1)/C=C(\c1cnc(c2c1CC=C[C@@H]2OC)C)/O	CCOCc1ccc(cc1)C=C(c1cnc(c2c1CC=CC2OC)C)O
3901	CNC(=O)Oc1c(O)c2[C@@H](C=CCc2c(c1C(=O)O)O)C(=O)Nc1nccs1	CNC(=O)Oc1c(O)c2C(C=CCc2c(c1C(=O)O)O)C(=O)Nc1nccs1
3902	ONC(=O)CNC(=O)CCc1cc2c(cc1C(=O)CCC(=O)O)CC=C1[C@H]2C=C(O)C=C1	ONC(=O)CNC(=O)CCc1cc2c(cc1C(=O)CCC(=O)O)CC=C1C2C=C(O)C=C1
3904	CC[C@H](/C=C/C(=O)/C=C(/C(=O)c1ccccc1)\C(=O)Cc1cncc(c1)C(=O)C(=CC)C)O	CCC(C=CC(=O)C=C(C(=O)c1ccccc1)C(=O)Cc1cncc(c1)C(=O)C(=CC)C)O
3905	COCc1ccc(c(c1[C@@H](C=C)OC)NCC(=O)Oc1c(O)ccc(c1OCC)O)O	COCc1ccc(c(c1C(C=C)OC)NCC(=O)Oc1c(O)ccc(c1OCC)O)O
3908	OC(=O)CC(=O)OC[C@@H](c1ccc2c(c1)cc1c(c2O)cccc1O)C=C(C(C)C)CCCC(=O)O	OC(=O)CC(=O)OCC(c1ccc2c(c1)cc1c(c2O)cccc1O)C=C(C(C)C)CCCC(=O)O
3912	OCC[C@@](c1c(F)cccc1C(C)(C)C)(c1c(Cl)ccc2c1ccc1c2cc[nH]1)CC	OCCC(c1c(F)cccc1C(C)(C)C)(c1c(Cl)ccc2c1ccc1c2cc[nH]1)CC
3914	O=NN[C@H]1C=CC(=O)C(=C1)Cc1cc(O)c2c(c1OCC(=O)O)c(CC)c(cc2)O	O=NNC1C=CC(=O)C(=C1)Cc1cc(O)c2c(c1OCC(=O)O)c(CC)c(cc2)O
3915	CN1Cc2c3[C@@H]1C=C1C(=CC=C[C@@H]1c3c(cc2)S(=O)=O)C(=O)O	CN1Cc2c3C1C=C1C(=CC=CC1c3c(cc2)S(=O)=O)C(=O)O
3917	OC[C@H]([C@@H]1C[C@H](O)Cc2c1c(O)cc(c2)c1cc2oc3c(c2c2c1[nH]cc2)ccc1c3cc[nH]1)O	OCC(C1CC(O)Cc2c1c(O)cc(c2)c1cc2oc3c(c2c2c1[nH]cc2)ccc1c3cc[nH]1)O
3922	CCN[C@H]1[C@H](CCC(=O)O)[C@H](O)Cc2c1c1c([nH]2)cc(c(c1O)Cl)Cl	CCNC1C(CCC(=O)O)C(O)Cc2c1c1c([nH]2)cc(c(c1O)Cl)Cl
3923	C=CC=C([C@@H]1C=C[C@H](c2c1ccc1c2C(=O)C=CC1=O)C)C	C=CC=C(C1C=CC(c2c1ccc1c2C(=O)C=CC1=O)C)C
3924	CO[C@H](C(=CC)[C@H]1C(=C[C@@H](c2c1c(O)cc(c2O)O)C(C)C)CO)C	COC(C(=CC)C1C(=CC(c2c1c(O)cc(c2O)O)C(C)C)CO)C
3926	CCCc1c(O)ccc2c1CC=C1[C@H]2C=C(C=C1)O	CCCc1c(O)ccc2c1CC=C1C2C=C(C=C1)O
3928	OC(=O)CC(=O)C(=C)OC1=C[C@@H](Cl)c2c([C@@H]1O)nc(c(n2)O)C(=O)O	OC(=O)CC(=O)C(=C)OC1=CC(Cl)c2c(C1O)nc(c(n2)O)C(=O)O
3930	ON=C([C@H]1C=C[C@@H]([C@H]2C1=CCc1c2cccc1O)O)O	ON=C(C1C=CC(C2C1=CCc1c2cccc1O)O)O
3932	C=C[C@](c1c(O)ccc(c1O)O)(Cc1c(ccc2c1c(ccc2)C(=O)O)c1[nH]c(c(n1)C(=O)O)O)O	C=CC(c1c(O)ccc(c1O)O)(Cc1c(ccc2c1c(ccc2)C(=O)O)c1[nH]c(c(n1)C(=O)O)O)O
3935	CCCOC(=O)NC[C@@H](Nc1ccc2c(c1)c(O)cc(c2)CCC)O	CCCOC(=O)NCC(Nc1ccc2c(c1)c(O)cc(c2)CCC)O
3936	COCC[C@H](Cc1ccc(nc1C(=CC(=C)Cl)CN)C(C[C@@H](CO)C)(C)C)O	COCCC(Cc1ccc(nc1C(=CC(=C)Cl)CN)C(CC(CO)C)(C)C)O
3937	COC1=CC=C[C@H]2C1=C(NC(=O)C)[C@H](C(=O)O)c1c2c(O)cc2c1CC(=CC2)CCC(=O)O	COC1=CC=CC2C1=C(NC(=O)C)C(C(=O)O)c1c2c(O)cc2c1CC(=CC2)CCC(=O)O
3938	OCNc1cccc(c1[C@H](C(=Cc1ccccc1OC)CCCC(=O)O)C)OC	OCNc1cccc(c1C(C(=Cc1ccccc1OC)CCCC(=O)O)C)OC
3939	CCOC(=O)c1ccc(nc1[C@H](c1ccccc1)/C=C/1\CC=CC=C1)c1occ(c1)C	CCOC(=O)c1ccc(nc1C(c1ccccc1)C=C1CC=CC=C1)c1occ(c1)C
3940	OCC[C@@H]([C@H]([C@H](c1cc(O)c(cc1O)C(=O)O)OC)O)C	OCCC(C(C(c1cc(O)c(cc1O)C(=O)O)OC)O)C
3941	Cc1ccc2c(c1)CC=C1[C@]2(C)C=C(Cl)c2c1occ2	Cc1ccc2c(c1)CC=C1C2(C)C=C(Cl)c2c1occ2
3942	CCCc1ccc2c(c1)c(O)c1c(c2)cc(cc1[C@H](c1nc(N)ccc1COC)O)C(=O)O	CCCc1ccc2c(c1)c(O)c1c(c2)cc(cc1C(c1nc(N)ccc1COC)O)C(=O)O
3945	O[C@H](c1c(C)[nH]c2c1cccc2)CNc1ccccc1	OC(c1c(C)[nH]c2c1cccc2)CNc1ccccc1
3947	OCCC(=CC)[C@H]1C=C[C@@H](c2c1c(N)ccc2)C	OCCC(=CC)C1C=CC(c2c1c(N)ccc2)C
3948	NC[C@@H](c1nc2cc(OC)c3c(c2cc1[C@H]1C=CCc2c1cccc2)ccc(c3CCC(=O)O)F)O	NCC(c1nc2cc(OC)c3c(c2cc1C1C=CCc2c1cccc2)ccc(c3CCC(=O)O)F)O
3949	CC[C@H](CN/C=C(/Nc1ccc(c2c1cccc2O)Cl)\C)O	CCC(CNC=C(Nc1ccc(c2c1cccc2O)Cl)C)O
3950	CCOC[C@@H](CC(=C(C(=O)c1ccccc1C(=O)O)C)C)C/C=C/1\CCCC=C1	CCOCC(CC(=C(C(=O)c1ccccc1C(=O)O)C)C)CC=C1CCCC=C1
3951	OC(=O)Cc1ccccc1C(/C=C(/C(=CN(S(=O)(=O)O)c1ccccc1C)F)\F)(C)C	OC(=O)Cc1ccccc1C(C=C(C(=CN(S(=O)(=O)O)c1ccccc1C)F)F)(C)C
3952	CCCCO[C@H]1C(=C(O)c2c3c1c1occ(c1c(c3ccc2)CC)C)C(=O)CCC(=O)O	CCCCOC1C(=C(O)c2c3c1c1occ(c1c(c3ccc2)CC)C)C(=O)CCC(=O)O
3953	COC(=CCC1=C(O)Nc2c([C@@H]1NC)ccc(c2)O)C1=CCc2c(C[C@H]1/C=C/C(=O)O)ccc(c2)C	COC(=CCC1=C(O)Nc2c(C1NC)ccc(c2)O)C1=CCc2c(CC1C=CC(=O)O)ccc(c2)C
3955	ONC(=O)c1c(cccc1C#N)O[C@H]1CCCc2c1cccc2	ONC(=O)c1c(cccc1C#N)OC1CCCc2c1cccc2
3957	CON=C(C(=O)CS(=O)(=O)N)C=C(C(=CC(=O)OC(=O)c1ccccc1C)C)/C=C/C(=O)O	CON=C(C(=O)CS(=O)(=O)N)C=C(C(=CC(=O)OC(=O)c1ccccc1C)C)C=CC(=O)O
3959	OCCCc1cc2CC=C[C@@H](c2[n+](c1O)[O-])C[C@@H]([C@@H]1CCCC[C@@H]1C(=CS)C)C=C	OCCCc1cc2CC=CC(c2n(=O)c1O)CC(C1CCCCC1C(=CS)C)C=C
3960	CCCOC(=O)C1=CC(=CC)[C@H](N1)c1ccccc1	CCCOC(=O)C1=CC(=CC)C(N1)c1ccccc1
3961	OC(=O)CC(=O)/C=C(/NCCCc1nc2c([nH]1)cc(cc2O)Br)\O	OC(=O)CC(=O)C=C(NCCCc1nc2c([nH]1)cc(cc2O)Br)O
3962	CCC(=O)OCc1c(/C=C\c2ccccc2)cc(cc1O)[C@@H]1C(=O)NC(=[N+]1CC(=O)O)C(=O)O	CCC(=O)OCc1c(C=Cc2ccccc2)cc(cc1O)C1C(=O)NC(=[N+]1CC(=O)O)C(=O)O
3965	O=C(OC(=O)c1ccc(c(c1)O)O)Nc1cc(C)c2c(c1[C@H](O)C)c(COC(=O)C)c(cc2)C	O=C(OC(=O)c1ccc(c(c1)O)O)Nc1cc(C)c2c(c1C(O)C)c(COC(=O)C)c(cc2)C
3967	COc1cccc2c1ccc(c2O)C(=O)Nc1ncnn1CC[C@H]1CC[C@H](CN1)O	COc1cccc2c1ccc(c2O)C(=O)Nc1ncnn1CCC1CCC(CN1)O
3968	OC(=O)c1cc2cc(ccc2cc1C(=O)O)c1cc(cc2c1[C@H](O)C=C[C@H]2O)C(=O)O	OC(=O)c1cc2cc(ccc2cc1C(=O)O)c1cc(cc2c1C(O)C=CC2O)C(=O)O
3969	COc1c2[C@H](O)C=C3[C@@H](c2c(c2c1ccc(c2)C(=O)O)O)C(=C(C(=C3)C(=O)O)O)O	COc1c2C(O)C=C3C(c2c(c2c1ccc(c2)C(=O)O)O)C(=C(C(=C3)C(=O)O)O)O
3970	COC(=C1CC[C@H](CC1)[C@](C1=CC(=O)C=CC1)(C(=O)NCC(=O)O)CCCC(=O)O)C(=O)O	COC(=C1CCC(CC1)C(C1=CC(=O)C=CC1)(C(=O)NCC(=O)O)CCCC(=O)O)C(=O)O
3971	OCC(=C([C@@H](c1ccc(c(c1)C)OC(=O)c1ccccc1)O)C(=O)O)NC(=O)O	OCC(=C(C(c1ccc(c(c1)C)OC(=O)c1ccccc1)O)C(=O)O)NC(=O)O
3973	COc1c(/C=C\Cc2c(CC)ccnc2O)ccc2c1cccc2	COc1c(C=CCc2c(CC)ccnc2O)ccc2c1cccc2
3974	NCc1ccc(c2c1[C@@H](C(=O)O)C(=C[C@@H]2C)O)[C@H]1CC=C(C=C1Cl)C	NCc1ccc(c2c1C(C(=O)O)C(=CC2C)O)C1CC=C(C=C1Cl)C
3975	CNC(=O)N(CCc1ccc2c(c1)c(ccc2F)OC(=O)C)/C=C/CCC(=O)O	CNC(=O)N(CCc1ccc2c(c1)c(ccc2F)OC(=O)C)C=CCCC(=O)O
3977	O=CCN/C=C/C(=O)Nc1cc(C)c(c(c1N)O)F	O=CCNC=CC(=O)Nc1cc(C)c(c(c1N)O)F
3978	NC=C([C@H](c1cc(ccc1CO)C[C@H](COC1=C[C@H](OC(C)C)c2c([C@@H]1C)cccc2)C)O)C(=O)O	NC=C(C(c1cc(ccc1CO)CC(COC1=CC(OC(C)C)c2c(C1C)cccc2)C)O)C(=O)O
3979	C[C@@H](Nc1ccc(c(c1)/N=C\c1cc(ccc1O)C(=O)O)C(=O)O)O	CC(Nc1ccc(c(c1)N=Cc1cc(ccc1O)C(=O)O)C(=O)O)O
3980	CC/C=C/Nc1cccc(c1)C(=O)c1cc(ccc1O)C(C)C	CCC=CNc1cccc(c1)C(=O)c1cc(ccc1O)C(C)C
3982	CO[C@@H]1C=CCc2c1c(cc1c2cc(c(c1)OC)C(=O)O)C(=O)O	COC1C=CCc2c1c(cc1c2cc(c(c1)OC)C(=O)O)C(=O)O
3986	CO[C@H](c1ccc2c(c1)c(ccc2)Oc1c2cn[nH]c2cc2c1oc1c2cc(cc1O)F)C	COC(c1ccc2c(c1)c(ccc2)Oc1c2cn[nH]c2cc2c1oc1c2cc(cc1O)F)C
3988	O=C[C@@H](c1c(CO)c(CCc2ccccc2Cl)c(cc1[C@H](COC(=O)C)C)OC)C(=O)O	O=CC(c1c(CO)c(CCc2ccccc2Cl)c(cc1C(COC(=O)C)C)OC)C(=O)O
3989	CC=C([C@@H](c1c(Cl)ccc2c1c(ccc2)CNC(=C)Cl)CC)F	CC=C(C(c1c(Cl)ccc2c1c(ccc2)CNC(=C)Cl)CC)F
3990	OC(=O)[C@@H]1C=C[C@H](c2c1cccc2OC(=O)C(=Cc1ccc(c2c1cco2)Cl)O)O	OC(=O)C1C=CC(c2c1cccc2OC(=O)C(=Cc1ccc(c2c1cco2)Cl)O)O
3991	CC[C@H](c1ccc(c(c1)F)O)C(=O)NC(=O)[C@H](C(=O)O)N	CCC(c1ccc(c(c1)F)O)C(=O)NC(=O)C(C(=O)O)N
3996	C[C@H]([C@H](c1cc(O)cc2c1n(cc2C(=O)O)C(C)(C)C)C)Cc1ccccc1	CC(C(c1cc(O)cc2c1n(cc2C(=O)O)C(C)(C)C)C)Cc1ccccc1
3998	OC(=O)Cc1c2[C@@H](C)c3c(-n2c2c1c(Br)cc(c2)C1CCCCC1)ccc(c3)C(=O)O	OC(=O)Cc1c2C(C)c3c(-n2c2c1c(Br)cc(c2)C1CCCCC1)ccc(c3)C(=O)O
3999	N#C[C@H](C(=O)OC(=O)c1c(C)c(O)c2c(c1O)CC(=C1[C@@H]2[C@H](Cl)[C@H](O)C=C1)OC)N	N#CC(C(=O)OC(=O)c1c(C)c(O)c2c(c1O)CC(=C1C2C(Cl)C(O)C=C1)OC)N
4000	Oc1cccc(c1)/C=C\c1cccc2c1c(ccc2)C(=O)O	Oc1cccc(c1)C=Cc1cccc2c1c(ccc2)C(=O)O
4003	NCC(=O)OC(=O)OC(=O)NC(=O)c1cccc2c1c1c(c(c2O)O)[n+](c(n1C)C)CC(=O)O	NCC(=O)OC(=O)OC(=O)NC(=O)c1cccc2c1c1c(c(c2O)O)n(c([n+]1C)C)CC(=O)O
4006	OC(=O)/C=C/C(=CNc1cccc2c1cco2)c1cccc(c1)C(=O)O	OC(=O)C=CC(=CNc1cccc2c1cco2)c1cccc(c1)C(=O)O
4009	C/C=C\CCc1ccc2c(c1O)cc(cc2)CC(=O)O	CC=CCCc1ccc2c(c1O)cc(cc2)CC(=O)O
4011	CO[C@H]1C=CCC2=C1[C@@H](C)c1cccc(c1[C@H]2O)/C=C\1/C=CC=C(C1)C#N	COC1C=CCC2=C1C(C)c1cccc(c1C2O)C=C1C=CC=C(C1)C#N
4012	C[C@H]1C=CC[C@@H](C1)c1cccc(c1[C@@H]([C@H](C(=O)O)N)C)CC(=O)O	CC1C=CCC(C1)c1cccc(c1C(C(C(=O)O)N)C)CC(=O)O
4014	OCCCCC(=O)OC(=O)NC(=O)/C(=C\C)/CNc1ccccc1	OCCCCC(=O)OC(=O)NC(=O)C(=CC)CNc1ccccc1
4016	Cc1cc2cc(ccc2c(c1)C(=O)/C(=C\CC=C([C@H](C(=O)O)C)O)/O)C(=O)O	Cc1cc2cc(ccc2c(c1)C(=O)C(=CCC=C(C(C(=O)O)C)O)O)C(=O)O
4018	CCOCCc1cccc2c1ccc1c2cccc1C[C@@H](C(=O)OC(=O)C)C(=O)O	CCOCCc1cccc2c1ccc1c2cccc1CC(C(=O)OC(=O)C)C(=O)O
4019	N#Cc1ccc(cc1)O[C@H](COc1ccc(cc1C(=O)O)C(=O)O)C	N#Cc1ccc(cc1)OC(COc1ccc(cc1C(=O)O)C(=O)O)C
4021	Oc1ccc(c(c1)[C@H](CCC(=O)c1c(O)cc(c2c1c(C(=O)O)c(c(c2)Cl)O)Cl)O)Cl	Oc1ccc(c(c1)C(CCC(=O)c1c(O)cc(c2c1c(C(=O)O)c(c(c2)Cl)O)Cl)O)Cl
4025	CNc1cc(C)c2c(c1[C@H](C(=O)O)CO)cc(cc2CCC(=O)O)O	CNc1cc(C)c2c(c1C(C(=O)O)CO)cc(cc2CCC(=O)O)O
4026	CNC(=O)NCC(=O)OC(=O)c1cc(/C=C\C(=O)OC)ccc1C[C@H](S(=O)(=O)O)C(=O)O	CNC(=O)NCC(=O)OC(=O)c1cc(C=CC(=O)OC)ccc1CC(S(=O)(=O)O)C(=O)O
