counter	SMILES (prior)	SMILES (after) round trip:
3795	OC(=O)Cc1c(Nc2[nH]c3c(n2)c[nH]c3)cc(c2c1cc(O)cc2Br)O	OC(=O)Cc1c(Nc2[nH]c3c(n2)c[nH]c3)cc(c2c1cc(O)cc2Br)O
3797	COc1cccc(c1)C(=O)Cc1cc(O)c(c(c1O)CCCC(=O)O)CC(=O)O	COc1cccc(c1)C(=O)Cc1cc(O)c(c(c1O)CCCC(=O)O)CC(=O)O
3804	COc1c(cc(c2c1cc(cc2)CC(=O)O)Cl)C(=C(C(=O)O)C)O	COc1c(cc(c2c1cc(cc2)CC(=O)O)Cl)C(=C(C(=O)O)C)O
3806	CCc1ccccc1C(=O)N(c1sc(c(c1C(=O)N)C)C(=O)NC(=O)NC(=O)C)C(=O)CC(=O)O	CCc1ccccc1C(=O)N(c1sc(c(c1C(=O)N)C)C(=O)NC(=O)NC(=O)C)C(=O)CC(=O)O
3810	Oc1cc2[nH]ncc2c2c1c(ccc2)Oc1ccccc1	Oc1cc2[nH]ncc2c2c1c(ccc2)Oc1ccccc1
3811	OCCc1c(CC)ccn1c1cc(OC)cc(c1)S(=O)(=O)N	OCCc1c(CC)ccn1c1cc(OC)cc(c1)S(=O)(=O)N
3813	OC(=O)c1cccc2c1cc1cccc(c1c2O)O	OC(=O)c1cccc2c1cc1cccc(c1c2O)O
3818	COc1cc(Br)cc(c1C(=O)c1c(O)nc(c2c1c1ccccc1o2)O)O	COc1cc(Br)cc(c1C(=O)c1c(O)nc(c2c1c1ccccc1o2)O)O
3819	OCCc1ccc(c(c1c1c(Cl)ccc2c1c(ccc2)C(=O)O)Cc1cccc(c1F)O)CO	OCCc1ccc(c(c1c1c(Cl)ccc2c1c(ccc2)C(=O)O)Cc1cccc(c1F)O)CO
3821	OC(=O)C(=O)C(=O)c1c2cccc(c2cc(c1O)S(=O)(=O)O)c1ccc2c(c1)cc(c(c2)S(=O)(=O)O)O	OC(=O)C(=O)C(=O)c1c2cccc(c2cc(c1O)S(=O)(=O)O)c1ccc2c(c1)cc(c(c2)S(=O)(=O)O)O
3823	OC(=O)CCc1[nH]c2c(c1)Cc1c(C2)cc(c(c1C)C(=O)NS(=O)(=O)C)O	OC(=O)CCc1[nH]c2c(c1)Cc1c(C2)cc(c(c1C)C(=O)NS(=O)(=O)C)O
3826	CCCS(=O)(=O)N(c1cc2ccccc2cc1O)CCC(=O)O	CCCS(=O)(=O)N(c1cc2ccccc2cc1O)CCC(=O)O
3827	OC(=O)c1cc2c(cccc2c(c1)S(=O)(=O)C)C(=O)O	OC(=O)c1cc2c(cccc2c(c1)S(=O)(=O)C)C(=O)O
3829	CC(=O)OC(=O)Cc1ccc(c(c1C(=O)CP(=O)(O)O)O)C(=O)O	CC(=O)OC(=O)Cc1ccc(c(c1C(=O)CP(=O)(O)O)O)C(=O)O
3830	COC(=O)c1cccc(c1)OC(=O)c1cc(cc(c1Cl)COc1ccc2c(c1)cccc2)C(=O)O	COC(=O)c1cccc(c1)OC(=O)c1cc(cc(c1Cl)COc1ccc2c(c1)cccc2)C(=O)O
3834	COc1ccc2c(c1OCCc1cc3c(s1)c(O)ncc3C)c(F)c1c(c2)cccc1	COc1ccc2c(c1OCCc1cc3c(s1)c(O)ncc3C)c(F)c1c(c2)cccc1
3839	NC(=NCc1cccc2c1c1=C(CC=c1nc2N)C(=O)OC(=O)N)N	NC(=NCc1cccc2c1c1=C(CC=c1nc2N)C(=O)OC(=O)N)N
3842	CCc1ccc2c(c1)c(C)c(cc2)C(=O)C(=Cc1cccc(c1)S(=O)(=O)O)C#N	CCc1ccc2c(c1)c(C)c(cc2)C(=O)C(=Cc1cccc(c1)S(=O)(=O)O)C#N
3844	O=CCN=C(CC(=O)C=C(CC(=O)O)NCc1cc2ncccc2cc1C)O	O=CCN=C(CC(=O)C=C(CC(=O)O)NCc1cc2ncccc2cc1C)O
3848	CCOc1c(C)cc2c(c1C(=O)NC(=O)CS(=O)(=O)O)c(O)ccc2CCC(=O)O	CCOc1c(C)cc2c(c1C(=O)NC(=O)CS(=O)(=O)O)c(O)ccc2CCC(=O)O
3851	O=C(c1c(O)cc(c2c1cc(C(=O)O)c1c2oc2c1cccc2)O)OCc1ccccc1	O=C(c1c(O)cc(c2c1cc(C(=O)O)c1c2oc2c1cccc2)O)OCc1ccccc1
3852	CCc1cc(NC(=O)OCC(=O)O)cc(c1CCc1c(C)cc(c2c1cc[nH]2)O)O	CCc1cc(NC(=O)OCC(=O)O)cc(c1CCc1c(C)cc(c2c1cc[nH]2)O)O
3856	COc1cccc2c1Cc1cccc(c1C2)C(=O)O	COc1cccc2c1Cc1cccc(c1C2)C(=O)O
3858	OCC(c1cc(O)c2c(c1C(C(=O)O)C(=O)O)cc(cn2)CC(=O)OC(=O)C)(F)F	OCC(c1cc(O)c2c(c1C(C(=O)O)C(=O)O)cc(cn2)CC(=O)OC(=O)C)(F)F
3859	CCCCCCOC(=O)c1c(Cc2ccc(cc2Cl)CC)cn(c1C)Cc1ccccc1	CCCCCCOC(=O)c1c(Cc2ccc(cc2Cl)CC)cn(c1C)Cc1ccccc1
3860	OC(=C)Nc1ccc2c(c1C(=O)OCc1cccc(c1)C)cccc2	OC(=C)Nc1ccc2c(c1C(=O)OCc1cccc(c1)C)cccc2
3862	COc1cc(OC)cc(c1c1ccccc1)CCC(=O)C	COc1cc(OC)cc(c1c1ccccc1)CCC(=O)C
3865	Oc1cc(Cc2ccccc2)c(c(c1)O)c1ccccc1Cl	Oc1cc(Cc2ccccc2)c(c(c1)O)c1ccccc1Cl
3866	COc1ccc(c2c1c(Cl)ccc2Cl)Oc1cccc2c1c(NC(=O)C)cc(c2F)O	COc1ccc(c2c1c(Cl)ccc2Cl)Oc1cccc2c1c(NC(=O)C)cc(c2F)O
3872	CCCCCCCOC(=O)Nc1cccc(c1S(=O)(=O)c1c(O)cccc1C(=O)O)OC	CCCCCCCOC(=O)Nc1cccc(c1S(=O)(=O)c1c(O)cccc1C(=O)O)OC
3873	CCCCCC(=O)Oc1ccc(cc1Oc1ccccc1)NC=C	CCCCCC(=O)Oc1ccc(cc1Oc1ccccc1)NC=C
3876	Nc1ccc2c(c1)cc1c(c2c2c[nH]c3c2c2ccccc2cc3)cccc1	Nc1ccc2c(c1)cc1c(c2c2c[nH]c3c2c2ccccc2cc3)cccc1
3877	O=C(Cc1ccccc1)NC(=O)OC(=O)c1cc([nH]c1O)C	O=C(Cc1ccccc1)NC(=O)OC(=O)c1cc([nH]c1O)C
3880	OC(=O)CCc1ccc(cc1O)NC(=O)NC(=O)C	OC(=O)CCc1ccc(cc1O)NC(=O)NC(=O)C
3882	OCCc1c(CCCC(=O)O)cc(c(c1C)C(=O)O)c1ccco1	OCCc1c(CCCC(=O)O)cc(c(c1C)C(=O)O)c1ccco1
3883	OC(=O)CCCCC(=O)OC(=O)Cc1cc(O)c2c(c1O)CC=CC2	OC(=O)CCCCC(=O)OC(=O)Cc1cc(O)c2c(c1O)CC=CC2
3884	COc1cc2ccc(cc2c(c1COC(=O)C)N1CCCCC1)CC	COc1cc2ccc(cc2c(c1COC(=O)C)N1CCCCC1)CC
3891	CCOC(=O)c1cc2c(C)cc(c(c2cc1C(=O)Cc1occ(c1)C(=O)O)O)C(=O)O	CCOC(=O)c1cc2c(C)cc(c(c2cc1C(=O)Cc1occ(c1)C(=O)O)O)C(=O)O
3892	O=C(Cc1cc(O)cc(c1)F)OCCCc1ccccc1F	O=C(Cc1cc(O)cc(c1)F)OCCCc1ccccc1F
3895	CCCCNC(=O)NC(=O)Nc1ccc(c(c1)CCC(=O)O)C(=O)OCC	CCCCNC(=O)NC(=O)Nc1ccc(c(c1)CCC(=O)O)C(=O)OCC
3897	OC(=O)c1cccc(c1)c1oc2c(c1O)c1cc(O)c(cc1c(c2)Cl)C(=O)O	OC(=O)c1cccc(c1)c1oc2c(c1O)c1cc(O)c(cc1c(c2)Cl)C(=O)O
3898	CCc1cccc(c1)C(=O)OCc1cc(Cl)ccc1c1cccc(c1)C(=C)Cl	CCc1cccc(c1)C(=O)OCc1cc(Cl)ccc1c1cccc(c1)C(=C)Cl
3903	COc1ccccc1C(=Nc1cc(C)c2c(c1)CC=C(C2)C)NC(=O)C	COc1ccccc1C(=Nc1cc(C)c2c(c1)CC=C(C2)C)NC(=O)C
3906	CCCCOc1ccc2c3c1C(=CCc3cc(c2)c1ccccc1)O	CCCCOc1ccc2c3c1C(=CCc3cc(c2)c1ccccc1)O
3907	CCC(=O)CNc1c(cc2c(c1C(=O)O)ccc1c2occ1)C(=O)O	CCC(=O)CNc1c(cc2c(c1C(=O)O)ccc1c2occ1)C(=O)O
3909	CCNc1[nH]cc(c1CCC(=O)OC(=O)NC(=O)c1ccc2c(c1)c(C)cc(c2)C)O	CCNc1[nH]cc(c1CCC(=O)OC(=O)NC(=O)c1ccc2c(c1)c(C)cc(c2)C)O
3910	Oc1ccc(cc1c1ccccc1)Cc1c[nH]cc1	Oc1ccc(cc1c1ccccc1)Cc1c[nH]cc1
3911	COc1ccc(c2c1c(NC(=O)CC(=O)O)c1CC(=CCc1c2)C)Br	COc1ccc(c2c1c(NC(=O)CC(=O)O)c1CC(=CCc1c2)C)Br
3913	COc1cccc2c1c(Cc1ccccc1)c1c(c2F)cc(o1)C(=O)O	COc1cccc2c1c(Cc1ccccc1)c1c(c2F)cc(o1)C(=O)O
3916	OC(=O)COc1c2COCc2cc2c1CC=CC2	OC(=O)COc1c2COCc2cc2c1CC=CC2
3918	OC(=O)c1cnc2c(c1c1ccccc1C)c(C)cc(c2)C(=O)O	OC(=O)c1cnc2c(c1c1ccccc1C)c(C)cc(c2)C(=O)O
3919	O=CCOC(=O)CCc1ccc2c(c1)c(ccc2)C(=O)O	O=CCOC(=O)CCc1ccc2c(c1)c(ccc2)C(=O)O
3920	COCCc1c(cccc1C)Oc1c(C)cccc1NCC	COCCc1c(cccc1C)Oc1c(C)cccc1NCC
3921	COc1c(C#N)ccc2c1cc1c(C(=O)O)c([nH]c1c2c1ccoc1CO)O	COc1c(C#N)ccc2c1cc1c(C(=O)O)c([nH]c1c2c1ccoc1CO)O
3925	Oc1ccc(cc1)c1cc(Cl)cc2c1ccc(c2)Cl	Oc1ccc(cc1)c1cc(Cl)cc2c1ccc(c2)Cl
3927	CCOC(=O)CCc1cc2c(O)cc(cc2cc1OC)C(=O)O	CCOC(=O)CCc1cc2c(O)cc(cc2cc1OC)C(=O)O
3929	OC(=CC(=O)NC(=O)c1cc2[nH]ccc2c(c1O)C(=O)O)Nc1cc(Cl)cc(c1O)O	OC(=CC(=O)NC(=O)c1cc2[nH]ccc2c(c1O)C(=O)O)Nc1cc(Cl)cc(c1O)O
3931	Sc1ccc(c(c1S(=O)(=O)Nc1ccc(c2c1cccc2)Cl)O)O	Sc1ccc(c(c1S(=O)(=O)Nc1ccc(c2c1cccc2)Cl)O)O
3933	CC(COC(=O)c1ccc(c2c1cc[nH]2)c1cc(O)c2c(c1)c(O)ccc2)C	CC(COC(=O)c1ccc(c2c1cc[nH]2)c1cc(O)c2c(c1)c(O)ccc2)C
3934	OCC(=CCC(=O)C(=O)CC(=O)O)Nc1ccc(c(c1)O)C	OCC(=CCC(=O)C(=O)CC(=O)O)Nc1ccc(c(c1)O)C
3943	COc1c(Cl)c(Cl)c(c2c1c(F)c1c(c2)cc(n1C)C)CC(=O)O	COc1c(Cl)c(Cl)c(c2c1c(F)c1c(c2)cc(n1C)C)CC(=O)O
3944	OC(=O)CCc1cc(CC(=O)OCc2ccccc2)cc(c1)SCC(=O)O	OC(=O)CCc1cc(CC(=O)OCc2ccccc2)cc(c1)SCC(=O)O
3946	O=CC(=COc1ccc(cc1O)C(=C(c1ccccc1C(=O)O)C)F)C	O=CC(=COc1ccc(cc1O)C(=C(c1ccccc1C(=O)O)C)F)C
3954	COCCc1cc(ccc1c1c(N)cnc2c1c(CN)c(nc2)N)C(=O)O	COCCc1cc(ccc1c1c(N)cnc2c1c(CN)c(nc2)N)C(=O)O
3956	COCc1ncc2c(c1Cc1cccc(c1)c1cnc([nH]1)N)cccc2	COCc1ncc2c(c1Cc1cccc(c1)c1cnc([nH]1)N)cccc2
3958	OC(=O)CC=C(C(=C(c1ccc(o1)C)c1ccccc1)O)C(=O)O	OC(=O)CC=C(C(=C(c1ccc(o1)C)c1ccccc1)O)C(=O)O
3963	CCc1nc(NCCC(=O)O)nc2c1c(ccc2CO)c1cccc(c1CC(=O)O)C(=O)O	CCc1nc(NCCC(=O)O)nc2c1c(ccc2CO)c1cccc(c1CC(=O)O)C(=O)O
3964	CC(=O)NCc1c(O)c(N)cc2c1cnc1c2c(F)cc(c1OCC(=O)O)F	CC(=O)NCc1c(O)c(N)cc2c1cnc1c2c(F)cc(c1OCC(=O)O)F
3966	Clc1cc2[nH]ccc2c2c1cn(c2O)c1cscc1	Clc1cc2[nH]ccc2c2c1cn(c2O)c1cscc1
3972	CCCc1cc(c2cc(O)c(c3c2cc(cc3)C(=O)OC)OCC)c2c(c1)c(O)no2	CCCc1cc(c2cc(O)c(c3c2cc(cc3)C(=O)OC)OCC)c2c(c1)c(O)no2
3976	COC(=Cc1ccccc1C(=O)O)c1cc(O)ccc1C(=O)O	COC(=Cc1ccccc1C(=O)O)c1cc(O)ccc1C(=O)O
3981	N#Cc1ccccc1c1cc(C)cc(c1O)C(=O)O	N#Cc1ccccc1c1cc(C)cc(c1O)C(=O)O
3983	CCCCC(=O)N(S(=O)(=O)c1ccccc1O)C(=O)CCNC(=O)NO	CCCCC(=O)N(S(=O)(=O)c1ccccc1O)C(=O)CCNC(=O)NO
3984	O=Cc1cc(OCCC(=O)O)cc2c1ccc(c2)O	O=Cc1cc(OCCC(=O)O)cc2c1ccc(c2)O
3985	O=C(c1ccccc1c1ccc(c2c1cccc2)C(=O)O)OS(=O)(=O)N	O=C(c1ccccc1c1ccc(c2c1cccc2)C(=O)O)OS(=O)(=O)N
3987	OC(=O)CCc1c(CCOC(=O)NCc2ccccc2)cc(c2c1nc(N)nc2O)C(=O)O	OC(=O)CCc1c(CCOC(=O)NCc2ccccc2)cc(c2c1nc(N)nc2O)C(=O)O
3992	N#Cc1cc(CC(c2cc(F)cc(c2O)F)(F)F)c2c(c1O)c(CCC(=O)O)c(cc2)C(=O)O	N#Cc1cc(CC(c2cc(F)cc(c2O)F)(F)F)c2c(c1O)c(CCC(=O)O)c(cc2)C(=O)O
3993	O=CNc1c(F)cc(cc1C(c1ccccc1C)(C)C)NC(=CC(=O)O)CO	O=CNc1c(F)cc(cc1C(c1ccccc1C)(C)C)NC(=CC(=O)O)CO
3994	N#Cc1c(C(=O)NC(=N)N)c(O)cc(c1O)CCS(=O)(=O)O	N#Cc1c(C(=O)NC(=N)N)c(O)cc(c1O)CCS(=O)(=O)O
3995	COc1cccc(c1)c1ccccc1Oc1cc(C)cc(c1C)OC	COc1cccc(c1)c1ccccc1Oc1cc(C)cc(c1C)OC
3997	CCOC(=O)NS(=O)(=O)c1c(cc(c2c1cc(O)cc2)OC)C(=O)O	CCOC(=O)NS(=O)(=O)c1c(cc(c2c1cc(O)cc2)OC)C(=O)O
4001	COc1cc(ccc1O)C(=O)CCc1nc(O)cc(c1)c1cccc(c1F)F	COc1cc(ccc1O)C(=O)CCc1nc(O)cc(c1)c1cccc(c1F)F
4002	CCOC(=O)c1c(CC)c(OC)c(cc1c1ccc[nH]1)O	CCOC(=O)c1c(CC)c(OC)c(cc1c1ccc[nH]1)O
4004	OC(=O)c1ccc(cc1)Cc1c[nH]c(c1C(=O)O)O	OC(=O)c1ccc(cc1)Cc1c[nH]c(c1C(=O)O)O
4005	Cc1cc(OCCCCC)c(c2c1cc([nH]2)O)F	Cc1cc(OCCCCC)c(c2c1cc([nH]2)O)F
4007	OCCn1ccc2c1c(cc1c2c(co1)CC(C)C)C(=O)O	OCCn1ccc2c1c(cc1c2c(co1)CC(C)C)C(=O)O
4008	CC(Cc1ccc2c(c1)c1cc(Cl)cc(c1[nH]2)O)C	CC(Cc1ccc2c(c1)c1cc(Cl)cc(c1[nH]2)O)C
4010	CC(CNC(=O)OC(=O)Nc1cccc2c1c(ccc2)Oc1ccc2c(c1)cccc2)C	CC(CNC(=O)OC(=O)Nc1cccc2c1c(ccc2)Oc1ccc2c(c1)cccc2)C
4013	COc1c(O)c2c3cc(O)ncc3oc2c2c1cno2	COc1c(O)c2c3cc(O)ncc3oc2c2c1cno2
4015	COCc1cc(C)c(c2c1c(ccc2O)C(=O)N)O	COCc1cc(C)c(c2c1c(ccc2O)C(=O)N)O
4017	Cc1c[nH]c(c1)C(=O)Oc1c2c(ccc(c2cc2c1c1onc(c1cc2)O)O)C(=O)O	Cc1c[nH]c(c1)C(=O)Oc1c2c(ccc(c2cc2c1c1onc(c1cc2)O)O)C(=O)O
4020	CCCCc1c(F)c(O)cc2c1c(C)c(cc2)OCCOC(=O)CC	CCCCc1c(F)c(O)cc2c1c(C)c(cc2)OCCOC(=O)CC
4022	COc1cccc2c1c(O)c(nc2O)C(=O)C(C(=O)O)(C)C	COc1cccc2c1c(O)c(nc2O)C(=O)C(C(=O)O)(C)C
4023	O=C(C(=O)C(=CC(=O)c1ccccc1)C(=O)O)NC(=O)C(=O)NS(=O)(=O)N	O=C(C(=O)C(=CC(=O)c1ccccc1)C(=O)O)NC(=O)C(=O)NS(=O)(=O)N
4024	CCCOc1ccc(cc1S(=O)(=O)O)c1c(O)c(cc(c1CC)O)NC(=O)c1cccc(c1)OC	CCCOc1ccc(cc1S(=O)(=O)O)c1c(O)c(cc(c1CC)O)NC(=O)c1cccc(c1)OC
4029	CC(=O)OC(=Cc1cc(C(=O)O)c(c(c1O)O)O)c1cccc(c1)C	CC(=O)OC(=Cc1cc(C(=O)O)c(c(c1O)O)O)c1cccc(c1)C
4033	Cc1ccc2c(c1)cc(=Cc1ccccc1Cl)c1=CCCCc21	Cc1ccc2c(c1)cc(=Cc1ccccc1Cl)c1=CCCCc21
4036	Cc1nc2cc(F)c(c(c2c(c1)C(=O)O)c1cc(O)c(c(c1)c1ccccc1)Cl)N	Cc1nc2cc(F)c(c(c2c(c1)C(=O)O)c1cc(O)c(c(c1)c1ccccc1)Cl)N
4037	OCC(=CC(=O)O)Nc1cc(O)cc2c1c(O)c1c(c2)cc(cc1)CC=C1CNC(=C1C)O	OCC(=CC(=O)O)Nc1cc(O)cc2c1c(O)c1c(c2)cc(cc1)CC=C1CNC(=C1C)O
4040	CCOC(=O)Cc1ccc(c(c1c1cc(C)ccc1C(=O)CC(=O)O)OC(=O)C)CCCC(=O)O	CCOC(=O)Cc1ccc(c(c1c1cc(C)ccc1C(=O)CC(=O)O)OC(=O)C)CCCC(=O)O
4041	CC(=O)Cc1cc2ccccc2c(c1Nc1scc2c1c(O)ccc2)C(=O)N	CC(=O)Cc1cc2ccccc2c(c1Nc1scc2c1c(O)ccc2)C(=O)N
4043	ONC(=O)CCC(=O)OCC(=CCc1cc(O)c(cc1O)CC(=O)O)C	ONC(=O)CCC(=O)OCC(=CCc1cc(O)c(cc1O)CC(=O)O)C
4044	O=C(Nc1cccc(c1C(=O)O)O)Cc1cccc(c1C)OC(=C)C(=O)O	O=C(Nc1cccc(c1C(=O)O)O)Cc1cccc(c1C)OC(=C)C(=O)O
4045	CCCC(=O)CC(=O)Nc1c(C(=O)NC(=O)N)c(O)c(c2c1cc[nH]2)O	CCCC(=O)CC(=O)Nc1c(C(=O)NC(=O)N)c(O)c(c2c1cc[nH]2)O
4050	COc1ccc2c(c1)c(OCCc1cccc(c1)CC(=O)O)c([nH]2)C(=O)O	COc1ccc2c(c1)c(OCCc1cccc(c1)CC(=O)O)c([nH]2)C(=O)O
4051	CCc1c(ccc2c1ccc(c2c1ccc(c(c1)OC)C)C(=O)O)C(=O)O	CCc1c(ccc2c1ccc(c2c1ccc(c(c1)OC)C)C(=O)O)C(=O)O
4052	COc1c2cccc(c2c(c2c1c(O)c1c(F)cccc1c2)O)O	COc1c2cccc(c2c(c2c1c(O)c1c(F)cccc1c2)O)O
4056	CCC(=O)NC(=O)c1c2cc(Cl)cc(c2cc2c1c(Cl)c1c(c2)cc(o1)C(=O)O)O	CCC(=O)NC(=O)c1c2cc(Cl)cc(c2cc2c1c(Cl)c1c(c2)cc(o1)C(=O)O)O
4058	CCCOc1cccc(c1C(=O)NN(C(=O)c1cccc(c1OC)OC)C(=O)NC(=O)CCC)O	CCCOc1cccc(c1C(=O)NN(C(=O)c1cccc(c1OC)OC)C(=O)NC(=O)CCC)O
4059	CCCCc1c(O)[nH]c([n+]1c1csc2c1cc(O)c1c2c(Cl)ccc1Cl)O	CCCCc1c(O)[nH]c([n+]1c1csc2c1cc(O)c1c2c(Cl)ccc1Cl)O
4060	C=CCc1ccc(cc1)COC(=O)c1cc(C(=O)O)c2c(c1)c(O)ccc2C(=O)O	C=CCc1ccc(cc1)COC(=O)c1cc(C(=O)O)c2c(c1)c(O)ccc2C(=O)O
4064	OCCCc1cccc2c1cc(COCC(=O)O)c(c2O)O	OCCCc1cccc2c1cc(COCC(=O)O)c(c2O)O
4066	OCc1c(O)cc(c2c1ccc(c2Cl)O)C(C)(C)C	OCc1c(O)cc(c2c1ccc(c2Cl)O)C(C)(C)C
4068	O=C(OCc1c[nH]c2c1cccc2)CCc1cccc2c1c(O)c(cc2)C(=O)O	O=C(OCc1c[nH]c2c1cccc2)CCc1cccc2c1c(O)c(cc2)C(=O)O
4069	OCCc1c2c(O)c(CC(=O)O)cc(c2c(cc1C(C)(C)C)OC)C	OCCc1c2c(O)c(CC(=O)O)cc(c2c(cc1C(C)(C)C)OC)C
4070	Oc1cccc(c1c1c(O)cc(c2c1c(ccc2)c1[nH]ccc1)O)Cl	Oc1cccc(c1c1c(O)cc(c2c1c(ccc2)c1[nH]ccc1)O)Cl
4073	COc1cc(OC)c2c(c1OCc1cccc(c1)n1cccc1O)cccc2	COc1cc(OC)c2c(c1OCc1cccc(c1)n1cccc1O)cccc2
4074	CCCNC(=O)NC(=O)Nc1cccc(c1)C(=O)O	CCCNC(=O)NC(=O)Nc1cccc(c1)C(=O)O
4075	OC(=O)CCCCCCCOC(=O)c1ccc(cc1C(=O)CC(=O)O)O	OC(=O)CCCCCCCOC(=O)c1ccc(cc1C(=O)CC(=O)O)O
4077	OC(=O)CCCn1c(O)nc(c1C(=O)NC(=O)c1c(Cl)c(O)cc(c1F)Cl)O	OC(=O)CCCn1c(O)nc(c1C(=O)NC(=O)c1c(Cl)c(O)cc(c1F)Cl)O
4079	COCc1c2ccc(cc2nc2c1c(CO)c(cc2)O)C(=O)O	COCc1c2ccc(cc2nc2c1c(CO)c(cc2)O)C(=O)O
4084	CCc1c(O)c2ccccc2c2c1n(cn2)C(C)C	CCc1c(O)c2ccccc2c2c1n(cn2)C(C)C
4086	Nc1cnc2c(c1OCc1ccc[nH]1)c(O)c(cc2)C(=O)O	Nc1cnc2c(c1OCc1ccc[nH]1)c(O)c(cc2)C(=O)O
4087	CNc1c(ccc2c1cccc2C)c1cc(O)cc(c1O)C(=O)OC(=O)NC(=O)CC(=O)O	CNc1c(ccc2c1cccc2C)c1cc(O)cc(c1O)C(=O)OC(=O)NC(=O)CC(=O)O
4088	CCCC(=O)NC(=O)OC(=O)c1c(Cl)ccc2c1c(O)c1ccc(cc1c2C(=O)O)C(=O)O	CCCC(=O)NC(=O)OC(=O)c1c(Cl)ccc2c1c(O)c1ccc(cc1c2C(=O)O)C(=O)O
4089	OC(=O)c1cc2cc(ccc2cc1c1ccccc1)C(=O)O	OC(=O)c1cc2cc(ccc2cc1c1ccccc1)C(=O)O
4090	CCC(c1ccc2c(c1)cc1c(c2)cc(cc1CCOC(=O)N(C)C)C(=O)O)(C)C	CCC(c1ccc2c(c1)cc1c(c2)cc(cc1CCOC(=O)N(C)C)C(=O)O)(C)C
4091	Cc1oc2c(c1)cc(cc2)c1ccc(c(c1)C)c1ccc([nH]1)C(=O)O	Cc1oc2c(c1)cc(cc2)c1ccc(c(c1)C)c1ccc([nH]1)C(=O)O
4092	CCCc1cc(cc(c1)C(=O)O)C(=O)NS(=O)(=O)c1cc(OC)cc2c1cc(O)cc2	CCCc1cc(cc(c1)C(=O)O)C(=O)NS(=O)(=O)c1cc(OC)cc2c1cc(O)cc2
4093	CCc1cccc(c1)c1ccc(c2c1c(C(=O)O)c(CCC(=O)OC(=O)C)cc2C)N	CCc1cccc(c1)c1ccc(c2c1c(C(=O)O)c(CCC(=O)OC(=O)C)cc2C)N
4094	O=C(NC(=O)c1cc(F)c2c(c1)c(ccc2)S(=O)(=O)N)Cc1ccccc1	O=C(NC(=O)c1cc(F)c2c(c1)c(ccc2)S(=O)(=O)N)Cc1ccccc1
4101	CCCCOC(=O)NC(=O)c1cc(O)c(cc1NC(=CC(=O)O)O)C(=O)O	CCCCOC(=O)NC(=O)c1cc(O)c(cc1NC(=CC(=O)O)O)C(=O)O
4104	COc1c(F)c(Cl)cc2c1c(ccc2C(=O)O)c1cccc(c1O)O	COc1c(F)c(Cl)cc2c1c(ccc2C(=O)O)c1cccc(c1O)O
4105	OC(=O)CCc1ccc2c3c1CC=Cc3cc(c2)CC(=O)C	OC(=O)CCc1ccc2c3c1CC=Cc3cc(c2)CC(=O)C
4106	CON=C(C1=CC(c2c(C1)cc(C(=O)O)c1c2cccc1)(C)C)C(=O)O	CON=C(C1=CC(c2c(C1)cc(C(=O)O)c1c2cccc1)(C)C)C(=O)O
4111	COc1cc(C(=O)O)c2c(c1)c(cc(c2)OCc1cccc(c1)C)S(=O)(=O)O	COc1cc(C(=O)O)c2c(c1)c(cc(c2)OCc1cccc(c1)C)S(=O)(=O)O
4115	COCc1c(c(O)nc(c1O)c1ccc(c2c1cccc2)O)c1cccc(c1OC)OC	COCc1c(c(O)nc(c1O)c1ccc(c2c1cccc2)O)c1cccc(c1OC)OC
4116	CCCOc1cc(Cl)c(c(c1F)CCCC(C)(C)C)C(=O)NC(=O)c1cc(CCC(=O)O)ccc1O	CCCOc1cc(Cl)c(c(c1F)CCCC(C)(C)C)C(=O)NC(=O)c1cc(CCC(=O)O)ccc1O
4121	COCc1cocc1c1c(C)cc(c(c1CC(C(=O)O)C(=O)O)OC)CCO	COCc1cocc1c1c(C)cc(c(c1CC(C(=O)O)C(=O)O)OC)CCO
4124	CCOc1c(CCC)cc(c(c1C(=O)NCC(=O)c1cccc(c1)C(=O)NC)c1cccs1)Cl	CCOc1c(CCC)cc(c(c1C(=O)NCC(=O)c1cccc(c1)C(=O)NC)c1cccs1)Cl
4125	OCCc1c(Cc2cocc2)cc(c2c1CC(=CC2)OC)C(=O)NO	OCCc1c(Cc2cocc2)cc(c2c1CC(=CC2)OC)C(=O)NO
4126	CCc1[nH]c(c(c1CC(=CNCC(=O)Oc1cc(ccc1O)C(=O)O)C(=O)O)CCC(=O)O)O	CCc1[nH]c(c(c1CC(=CNCC(=O)Oc1cc(ccc1O)C(=O)O)C(=O)O)CCC(=O)O)O
4127	COc1ccc2c3c1NCc3c(cc2OC(=O)CCC(C)C)Oc1cccc(c1)C(=O)N	COc1ccc2c3c1NCc3c(cc2OC(=O)CCC(C)C)Oc1cccc(c1)C(=O)N
4128	Oc1cc(C(=O)O)c(cc1OCCCc1c(ccc(c1Cl)C(=O)O)C(=O)O)F	Oc1cc(C(=O)O)c(cc1OCCCc1c(ccc(c1Cl)C(=O)O)C(=O)O)F
4129	Oc1cc(C)c2c(c1)cc1c(c2)c(O)ccc1	Oc1cc(C)c2c(c1)cc1c(c2)c(O)ccc1
4132	OC(=O)C(C(=O)O)CCc1ccc2c(c1)cc(c(c2)C(=O)O)Cl	OC(=O)C(C(=O)O)CCc1ccc2c(c1)cc(c(c2)C(=O)O)Cl
