SMILES (prior)	SMILES (after) round trip:
3829	CC(=O)OC(=O)Cc1ccc(C(=O)O)c(O)c1C(=O)CP(=O)(O)O	CC(=O)OC(=O)Cc1ccc(C(=O)O)c(O)c1C(=O)CP(=O)(O)O
3830	COC(=O)c1cccc(OC(=O)c2cc(C(=O)O)cc(COc3ccc4ccccc4c3)c2Cl)c1	COC(=O)c1cccc(OC(=O)c2cc(C(=O)O)cc(COc3ccc4ccccc4c3)c2Cl)c1
3834	COc1ccc2cc3ccccc3c(F)c2c1OCCc1cc2c(C)cnc(O)c2s1	COc1ccc2cc3ccccc3c(F)c2c1OCCc1cc2c(C)cnc(O)c2s1
3839	NC(=O)OC(=O)C1=c2c(nc(N)c3cccc(CN=C(N)N)c23)=CC1	NC(=O)OC(=O)C1=c2c(nc(N)c3cccc(CN=C(N)N)c23)=CC1
3842	CCc1ccc2ccc(C(=O)C(C#N)=Cc3cccc(S(=O)(=O)O)c3)c(C)c2c1	CCc1ccc2ccc(C(=O)C(C#N)=Cc3cccc(S(=O)(=O)O)c3)c(C)c2c1
3844	Cc1cc2cccnc2cc1CNC(=CC(=O)CC(O)=NCC=O)CC(=O)O	Cc1cc2cccnc2cc1CNC(=CC(=O)CC(O)=NCC=O)CC(=O)O
3848	CCOc1c(C)cc2c(CCC(=O)O)ccc(O)c2c1C(=O)NC(=O)CS(=O)(=O)O	CCOc1c(C)cc2c(CCC(=O)O)ccc(O)c2c1C(=O)NC(=O)CS(=O)(=O)O
3851	O=C(OCc1ccccc1)c1c(O)cc(O)c2c1cc(C(=O)O)c1c3ccccc3oc21	O=C(OCc1ccccc1)c1c(O)cc(O)c2c1cc(C(=O)O)c1c3ccccc3oc21
3852	CCc1cc(NC(=O)OCC(=O)O)cc(O)c1CCc1c(C)cc(O)c2[nH]ccc12	CCc1cc(NC(=O)OCC(=O)O)cc(O)c1CCc1c(C)cc(O)c2[nH]ccc12
3856	COc1cccc2c1Cc1cccc(C(=O)O)c1C2	COc1cccc2c1Cc1cccc(C(=O)O)c1C2
3858	CC(=O)OC(=O)Cc1cnc2c(O)cc(C(F)(F)CO)c(C(C(=O)O)C(=O)O)c2c1	CC(=O)OC(=O)Cc1cnc2c(O)cc(C(F)(F)CO)c(C(C(=O)O)C(=O)O)c2c1
3859	CCCCCCOC(=O)c1c(Cc2ccc(CC)cc2Cl)cn(Cc2ccccc2)c1C	CCCCCCOC(=O)c1c(Cc2ccc(CC)cc2Cl)cn(Cc2ccccc2)c1C
3860	C=C(O)Nc1ccc2ccccc2c1C(=O)OCc1cccc(C)c1	C=C(O)Nc1ccc2ccccc2c1C(=O)OCc1cccc(C)c1
3862	COc1cc(CCC(C)=O)c(-c2ccccc2)c(OC)c1	COc1cc(CCC(C)=O)c(-c2ccccc2)c(OC)c1
3865	Oc1cc(O)c(-c2ccccc2Cl)c(Cc2ccccc2)c1	Oc1cc(O)c(-c2ccccc2Cl)c(Cc2ccccc2)c1
3866	COc1ccc(Oc2cccc3c(F)c(O)cc(NC(C)=O)c23)c2c(Cl)ccc(Cl)c12	COc1ccc(Oc2cccc3c(F)c(O)cc(NC(C)=O)c23)c2c(Cl)ccc(Cl)c12
3869	CCNC(=O)c1c(O)cc(-c2ccc(C(=O)O)c(NC=O)c2)c2c1ccc[n+]2[O-]	CCNC(=O)c1c(O)cc(-c2ccc(C(=O)O)c(NC=O)c2)c2c1ccc[n+]2[O-]
3872	CCCCCCCOC(=O)Nc1cccc(OC)c1S(=O)(=O)c1c(O)cccc1C(=O)O	CCCCCCCOC(=O)Nc1cccc(OC)c1S(=O)(=O)c1c(O)cccc1C(=O)O
3873	C=CNc1ccc(OC(=O)CCCCC)c(Oc2ccccc2)c1	C=CNc1ccc(OC(=O)CCCCC)c(Oc2ccccc2)c1
3876	Nc1ccc2c(-c3c[nH]c4ccc5ccccc5c34)c3ccccc3cc2c1	Nc1ccc2c(-c3c[nH]c4ccc5ccccc5c34)c3ccccc3cc2c1
3877	Cc1cc(C(=O)OC(=O)NC(=O)Cc2ccccc2)c(O)[nH]1	Cc1cc(C(=O)OC(=O)NC(=O)Cc2ccccc2)c(O)[nH]1
3880	CC(=O)NC(=O)Nc1ccc(CCC(=O)O)c(O)c1	CC(=O)NC(=O)Nc1ccc(CCC(=O)O)c(O)c1
3882	Cc1c(CCO)c(CCCC(=O)O)cc(-c2ccco2)c1C(=O)O	Cc1c(CCO)c(CCCC(=O)O)cc(-c2ccco2)c1C(=O)O
3883	O=C(O)CCCCC(=O)OC(=O)Cc1cc(O)c2c(c1O)CC=CC2	O=C(O)CCCCC(=O)OC(=O)Cc1cc(O)c2c(c1O)CC=CC2
3884	CCc1ccc2cc(OC)c(COC(C)=O)c(N3CCCCC3)c2c1	CCc1ccc2cc(OC)c(COC(C)=O)c(N3CCCCC3)c2c1
3891	CCOC(=O)c1cc2c(C)cc(C(=O)O)c(O)c2cc1C(=O)Cc1cc(C(=O)O)co1	CCOC(=O)c1cc2c(C)cc(C(=O)O)c(O)c2cc1C(=O)Cc1cc(C(=O)O)co1
3892	O=C(Cc1cc(O)cc(F)c1)OCCCc1ccccc1F	O=C(Cc1cc(O)cc(F)c1)OCCCc1ccccc1F
3895	CCCCNC(=O)NC(=O)Nc1ccc(C(=O)OCC)c(CCC(=O)O)c1	CCCCNC(=O)NC(=O)Nc1ccc(C(=O)OCC)c(CCC(=O)O)c1
3897	O=C(O)c1cccc(-c2oc3cc(Cl)c4cc(C(=O)O)c(O)cc4c3c2O)c1	O=C(O)c1cccc(-c2oc3cc(Cl)c4cc(C(=O)O)c(O)cc4c3c2O)c1
3898	C=C(Cl)c1cccc(-c2ccc(Cl)cc2COC(=O)c2cccc(CC)c2)c1	C=C(Cl)c1cccc(-c2ccc(Cl)cc2COC(=O)c2cccc(CC)c2)c1
3903	COc1ccccc1C(=Nc1cc(C)c2c(c1)CC=C(C)C2)NC(C)=O	COc1ccccc1C(=Nc1cc(C)c2c(c1)CC=C(C)C2)NC(C)=O
3906	CCCCOc1ccc2cc(-c3ccccc3)cc3c2c1C(O)=CC3	CCCCOc1ccc2cc(-c3ccccc3)cc3c2c1C(O)=CC3
3907	CCC(=O)CNc1c(C(=O)O)cc2c(ccc3ccoc32)c1C(=O)O	CCC(=O)CNc1c(C(=O)O)cc2c(ccc3ccoc32)c1C(=O)O
3909	CCNc1[nH]cc(O)c1CCC(=O)OC(=O)NC(=O)c1ccc2cc(C)cc(C)c2c1	CCNc1[nH]cc(O)c1CCC(=O)OC(=O)NC(=O)c1ccc2cc(C)cc(C)c2c1
3910	Oc1ccc(Cc2cc[nH]c2)cc1-c1ccccc1	Oc1ccc(Cc2cc[nH]c2)cc1-c1ccccc1
3911	COc1ccc(Br)c2cc3c(c(NC(=O)CC(=O)O)c12)CC(C)=CC3	COc1ccc(Br)c2cc3c(c(NC(=O)CC(=O)O)c12)CC(C)=CC3
3913	COc1cccc2c(F)c3cc(C(=O)O)oc3c(Cc3ccccc3)c12	COc1cccc2c(F)c3cc(C(=O)O)oc3c(Cc3ccccc3)c12
3916	O=C(O)COc1c2c(cc3c1COC3)CC=CC2	O=C(O)COc1c2c(cc3c1COC3)CC=CC2
3918	Cc1ccccc1-c1c(C(=O)O)cnc2cc(C(=O)O)cc(C)c12	Cc1ccccc1-c1c(C(=O)O)cnc2cc(C(=O)O)cc(C)c12
3919	O=CCOC(=O)CCc1ccc2cccc(C(=O)O)c2c1	O=CCOC(=O)CCc1ccc2cccc(C(=O)O)c2c1
3920	CCNc1cccc(C)c1Oc1cccc(C)c1CCOC	CCNc1cccc(C)c1Oc1cccc(C)c1CCOC
3921	COc1c(C#N)ccc2c(-c3ccoc3CO)c3[nH]c(O)c(C(=O)O)c3cc12	COc1c(C#N)ccc2c(-c3ccoc3CO)c3[nH]c(O)c(C(=O)O)c3cc12
3925	Oc1ccc(-c2cc(Cl)cc3cc(Cl)ccc23)cc1	Oc1ccc(-c2cc(Cl)cc3cc(Cl)ccc23)cc1
3927	CCOC(=O)CCc1cc2c(O)cc(C(=O)O)cc2cc1OC	CCOC(=O)CCc1cc2c(O)cc(C(=O)O)cc2cc1OC
3929	O=C(C=C(O)Nc1cc(Cl)cc(O)c1O)NC(=O)c1cc2[nH]ccc2c(C(=O)O)c1O	O=C(C=C(O)Nc1cc(Cl)cc(O)c1O)NC(=O)c1cc2[nH]ccc2c(C(=O)O)c1O
3931	O=S(=O)(Nc1ccc(Cl)c2ccccc12)c1c(S)ccc(O)c1O	O=S(=O)(Nc1ccc(Cl)c2ccccc12)c1c(S)ccc(O)c1O
3933	CC(C)COC(=O)c1ccc(-c2cc(O)c3cccc(O)c3c2)c2[nH]ccc12	CC(C)COC(=O)c1ccc(-c2cc(O)c3cccc(O)c3c2)c2[nH]ccc12
3934	Cc1ccc(NC(=CCC(=O)C(=O)CC(=O)O)CO)cc1O	Cc1ccc(NC(=CCC(=O)C(=O)CC(=O)O)CO)cc1O
3943	COc1c(Cl)c(Cl)c(CC(=O)O)c2cc3cc(C)n(C)c3c(F)c12	COc1c(Cl)c(Cl)c(CC(=O)O)c2cc3cc(C)n(C)c3c(F)c12
3944	O=C(O)CCc1cc(CC(=O)OCc2ccccc2)cc(SCC(=O)O)c1	O=C(O)CCc1cc(CC(=O)OCc2ccccc2)cc(SCC(=O)O)c1
3946	CC(C=O)=COc1ccc(C(F)=C(C)c2ccccc2C(=O)O)cc1O	CC(C=O)=COc1ccc(C(F)=C(C)c2ccccc2C(=O)O)cc1O
3954	COCCc1cc(C(=O)O)ccc1-c1c(N)cnc2cnc(N)c(CN)c12	COCCc1cc(C(=O)O)ccc1-c1c(N)cnc2cnc(N)c(CN)c12
3956	COCc1ncc2ccccc2c1Cc1cccc(-c2cnc(N)[nH]2)c1	COCc1ncc2ccccc2c1Cc1cccc(-c2cnc(N)[nH]2)c1
3958	Cc1ccc(C(=C(O)C(=CCC(=O)O)C(=O)O)c2ccccc2)o1	Cc1ccc(C(=C(O)C(=CCC(=O)O)C(=O)O)c2ccccc2)o1
3963	CCc1nc(NCCC(=O)O)nc2c(CO)ccc(-c3cccc(C(=O)O)c3CC(=O)O)c12	CCc1nc(NCCC(=O)O)nc2c(CO)ccc(-c3cccc(C(=O)O)c3CC(=O)O)c12
3964	CC(=O)NCc1c(O)c(N)cc2c1cnc1c(OCC(=O)O)c(F)cc(F)c12	CC(=O)NCc1c(O)c(N)cc2c1cnc1c(OCC(=O)O)c(F)cc(F)c12
3966	Oc1c2c(cn1-c1ccsc1)c(Cl)cc1[nH]ccc12	Oc1c2c(cn1-c1ccsc1)c(Cl)cc1[nH]ccc12
3972	CCCc1cc(-c2cc(O)c(OCC)c3ccc(C(=O)OC)cc23)c2onc(O)c2c1	CCCc1cc(-c2cc(O)c(OCC)c3ccc(C(=O)OC)cc23)c2onc(O)c2c1
3976	COC(=Cc1ccccc1C(=O)O)c1cc(O)ccc1C(=O)O	COC(=Cc1ccccc1C(=O)O)c1cc(O)ccc1C(=O)O
3981	Cc1cc(C(=O)O)c(O)c(-c2ccccc2C#N)c1	Cc1cc(C(=O)O)c(O)c(-c2ccccc2C#N)c1
3983	CCCCC(=O)N(C(=O)CCNC(=O)NO)S(=O)(=O)c1ccccc1O	CCCCC(=O)N(C(=O)CCNC(=O)NO)S(=O)(=O)c1ccccc1O
3984	O=Cc1cc(OCCC(=O)O)cc2cc(O)ccc12	O=Cc1cc(OCCC(=O)O)cc2cc(O)ccc12
3985	NS(=O)(=O)OC(=O)c1ccccc1-c1ccc(C(=O)O)c2ccccc12	NS(=O)(=O)OC(=O)c1ccccc1-c1ccc(C(=O)O)c2ccccc12
3987	Nc1nc(O)c2c(C(=O)O)cc(CCOC(=O)NCc3ccccc3)c(CCC(=O)O)c2n1	Nc1nc(O)c2c(C(=O)O)cc(CCOC(=O)NCc3ccccc3)c(CCC(=O)O)c2n1
3992	N#Cc1cc(CC(F)(F)c2cc(F)cc(F)c2O)c2ccc(C(=O)O)c(CCC(=O)O)c2c1O	N#Cc1cc(CC(F)(F)c2cc(F)cc(F)c2O)c2ccc(C(=O)O)c(CCC(=O)O)c2c1O
3993	Cc1ccccc1C(C)(C)c1cc(NC(=CC(=O)O)CO)cc(F)c1NC=O	Cc1ccccc1C(C)(C)c1cc(NC(=CC(=O)O)CO)cc(F)c1NC=O
3994	N#Cc1c(O)c(CCS(=O)(=O)O)cc(O)c1C(=O)NC(=N)N	N#Cc1c(O)c(CCS(=O)(=O)O)cc(O)c1C(=O)NC(=N)N
3995	COc1cccc(-c2ccccc2Oc2cc(C)cc(OC)c2C)c1	COc1cccc(-c2ccccc2Oc2cc(C)cc(OC)c2C)c1
3997	CCOC(=O)NS(=O)(=O)c1c(C(=O)O)cc(OC)c2ccc(O)cc12	CCOC(=O)NS(=O)(=O)c1c(C(=O)O)cc(OC)c2ccc(O)cc12
4001	COc1cc(C(=O)CCc2cc(-c3cccc(F)c3F)cc(O)n2)ccc1O	COc1cc(C(=O)CCc2cc(-c3cccc(F)c3F)cc(O)n2)ccc1O
4002	CCOC(=O)c1c(-c2ccc[nH]2)cc(O)c(OC)c1CC	CCOC(=O)c1c(-c2ccc[nH]2)cc(O)c(OC)c1CC
4004	O=C(O)c1ccc(Cc2c[nH]c(O)c2C(=O)O)cc1	O=C(O)c1ccc(Cc2c[nH]c(O)c2C(=O)O)cc1
4005	CCCCCOc1cc(C)c2cc(O)[nH]c2c1F	CCCCCOc1cc(C)c2cc(O)[nH]c2c1F
4007	CC(C)Cc1coc2cc(C(=O)O)c3c(ccn3CCO)c12	CC(C)Cc1coc2cc(C(=O)O)c3c(ccn3CCO)c12
4008	CC(C)Cc1ccc2[nH]c3c(O)cc(Cl)cc3c2c1	CC(C)Cc1ccc2[nH]c3c(O)cc(Cl)cc3c2c1
4010	CC(C)CNC(=O)OC(=O)Nc1cccc2cccc(Oc3ccc4ccccc4c3)c12	CC(C)CNC(=O)OC(=O)Nc1cccc2cccc(Oc3ccc4ccccc4c3)c12
4013	COc1c(O)c2c3cc(O)ncc3oc2c2oncc12	COc1c(O)c2c3cc(O)ncc3oc2c2oncc12
4015	COCc1cc(C)c(O)c2c(O)ccc(C(N)=O)c12	COCc1cc(C)c(O)c2c(O)ccc(C(N)=O)c12
4017	Cc1c[nH]c(C(=O)Oc2c3c(C(=O)O)ccc(O)c3cc3ccc4c(O)noc4c23)c1	Cc1c[nH]c(C(=O)Oc2c3c(C(=O)O)ccc(O)c3cc3ccc4c(O)noc4c23)c1
4020	CCCCc1c(F)c(O)cc2ccc(OCCOC(=O)CC)c(C)c12	CCCCc1c(F)c(O)cc2ccc(OCCOC(=O)CC)c(C)c12
4022	COc1cccc2c(O)nc(C(=O)C(C)(C)C(=O)O)c(O)c12	COc1cccc2c(O)nc(C(=O)C(C)(C)C(=O)O)c(O)c12
4023	NS(=O)(=O)NC(=O)C(=O)NC(=O)C(=O)C(=CC(=O)c1ccccc1)C(=O)O	NS(=O)(=O)NC(=O)C(=O)NC(=O)C(=O)C(=CC(=O)c1ccccc1)C(=O)O
4024	CCCOc1ccc(-c2c(O)c(NC(=O)c3cccc(OC)c3)cc(O)c2CC)cc1S(=O)(=O)O	CCCOc1ccc(-c2c(O)c(NC(=O)c3cccc(OC)c3)cc(O)c2CC)cc1S(=O)(=O)O
4029	CC(=O)OC(=Cc1cc(C(=O)O)c(O)c(O)c1O)c1cccc(C)c1	CC(=O)OC(=Cc1cc(C(=O)O)c(O)c(O)c1O)c1cccc(C)c1
4033	Cc1ccc2c3c(c(=Cc4ccccc4Cl)cc2c1)=CCCC3	Cc1ccc2c3c(c(=Cc4ccccc4Cl)cc2c1)=CCCC3
4036	Cc1cc(C(=O)O)c2c(-c3cc(O)c(Cl)c(-c4ccccc4)c3)c(N)c(F)cc2n1	Cc1cc(C(=O)O)c2c(-c3cc(O)c(Cl)c(-c4ccccc4)c3)c(N)c(F)cc2n1
4037	CC1=C(O)NCC1=CCc1ccc2c(O)c3c(NC(=CC(=O)O)CO)cc(O)cc3cc2c1	CC1=C(O)NCC1=CCc1ccc2c(O)c3c(NC(=CC(=O)O)CO)cc(O)cc3cc2c1
4040	CCOC(=O)Cc1ccc(CCCC(=O)O)c(OC(C)=O)c1-c1cc(C)ccc1C(=O)CC(=O)O	CCOC(=O)Cc1ccc(CCCC(=O)O)c(OC(C)=O)c1-c1cc(C)ccc1C(=O)CC(=O)O
4041	CC(=O)Cc1cc2ccccc2c(C(N)=O)c1Nc1scc2cccc(O)c12	CC(=O)Cc1cc2ccccc2c(C(N)=O)c1Nc1scc2cccc(O)c12
4043	CC(=CCc1cc(O)c(CC(=O)O)cc1O)COC(=O)CCC(=O)NO	CC(=CCc1cc(O)c(CC(=O)O)cc1O)COC(=O)CCC(=O)NO
4044	C=C(Oc1cccc(CC(=O)Nc2cccc(O)c2C(=O)O)c1C)C(=O)O	C=C(Oc1cccc(CC(=O)Nc2cccc(O)c2C(=O)O)c1C)C(=O)O
4045	CCCC(=O)CC(=O)Nc1c(C(=O)NC(N)=O)c(O)c(O)c2[nH]ccc12	CCCC(=O)CC(=O)Nc1c(C(=O)NC(N)=O)c(O)c(O)c2[nH]ccc12
4050	COc1ccc2[nH]c(C(=O)O)c(OCCc3cccc(CC(=O)O)c3)c2c1	COc1ccc2[nH]c(C(=O)O)c(OCCc3cccc(CC(=O)O)c3)c2c1
4051	CCc1c(C(=O)O)ccc2c(-c3ccc(C)c(OC)c3)c(C(=O)O)ccc12	CCc1c(C(=O)O)ccc2c(-c3ccc(C)c(OC)c3)c(C(=O)O)ccc12
4052	COc1c2cccc(O)c2c(O)c2cc3cccc(F)c3c(O)c12	COc1c2cccc(O)c2c(O)c2cc3cccc(F)c3c(O)c12
4056	CCC(=O)NC(=O)c1c2cc(Cl)cc(O)c2cc2cc3cc(C(=O)O)oc3c(Cl)c12	CCC(=O)NC(=O)c1c2cc(Cl)cc(O)c2cc2cc3cc(C(=O)O)oc3c(Cl)c12
4058	CCCOc1cccc(O)c1C(=O)NN(C(=O)NC(=O)CCC)C(=O)c1cccc(OC)c1OC	CCCOc1cccc(O)c1C(=O)NN(C(=O)NC(=O)CCC)C(=O)c1cccc(OC)c1OC
4059	CCCCc1c(O)[nH]c(O)[n+]1-c1csc2c1cc(O)c1c(Cl)ccc(Cl)c12	CCCCc1c(O)[nH]c(O)[n+]1-c1csc2c1cc(O)c1c(Cl)ccc(Cl)c12
4060	C=CCc1ccc(COC(=O)c2cc(C(=O)O)c3c(C(=O)O)ccc(O)c3c2)cc1	C=CCc1ccc(COC(=O)c2cc(C(=O)O)c3c(C(=O)O)ccc(O)c3c2)cc1
4064	O=C(O)COCc1cc2c(CCCO)cccc2c(O)c1O	O=C(O)COCc1cc2c(CCCO)cccc2c(O)c1O
4066	CC(C)(C)c1cc(O)c(CO)c2ccc(O)c(Cl)c12	CC(C)(C)c1cc(O)c(CO)c2ccc(O)c(Cl)c12
4068	O=C(CCc1cccc2ccc(C(=O)O)c(O)c12)OCc1c[nH]c2ccccc12	O=C(CCc1cccc2ccc(C(=O)O)c(O)c12)OCc1c[nH]c2ccccc12
4069	COc1cc(C(C)(C)C)c(CCO)c2c(O)c(CC(=O)O)cc(C)c12	COc1cc(C(C)(C)C)c(CCO)c2c(O)c(CC(=O)O)cc(C)c12
4070	Oc1cccc(Cl)c1-c1c(O)cc(O)c2cccc(-c3ccc[nH]3)c12	Oc1cccc(Cl)c1-c1c(O)cc(O)c2cccc(-c3ccc[nH]3)c12
4073	COc1cc(OC)c2ccccc2c1OCc1cccc(-n2cccc2O)c1	COc1cc(OC)c2ccccc2c1OCc1cccc(-n2cccc2O)c1
4074	CCCNC(=O)NC(=O)Nc1cccc(C(=O)O)c1	CCCNC(=O)NC(=O)Nc1cccc(C(=O)O)c1
4075	O=C(O)CCCCCCCOC(=O)c1ccc(O)cc1C(=O)CC(=O)O	O=C(O)CCCCCCCOC(=O)c1ccc(O)cc1C(=O)CC(=O)O
4077	O=C(O)CCCn1c(O)nc(O)c1C(=O)NC(=O)c1c(F)c(Cl)cc(O)c1Cl	O=C(O)CCCn1c(O)nc(O)c1C(=O)NC(=O)c1c(F)c(Cl)cc(O)c1Cl
4079	COCc1c2ccc(C(=O)O)cc2nc2ccc(O)c(CO)c12	COCc1c2ccc(C(=O)O)cc2nc2ccc(O)c(CO)c12
4084	CCc1c(O)c2ccccc2c2ncn(C(C)C)c12	CCc1c(O)c2ccccc2c2ncn(C(C)C)c12
4086	Nc1cnc2ccc(C(=O)O)c(O)c2c1OCc1ccc[nH]1	Nc1cnc2ccc(C(=O)O)c(O)c2c1OCc1ccc[nH]1
4087	CNc1c(-c2cc(O)cc(C(=O)OC(=O)NC(=O)CC(=O)O)c2O)ccc2c(C)cccc12	CNc1c(-c2cc(O)cc(C(=O)OC(=O)NC(=O)CC(=O)O)c2O)ccc2c(C)cccc12
4088	CCCC(=O)NC(=O)OC(=O)c1c(Cl)ccc2c(C(=O)O)c3cc(C(=O)O)ccc3c(O)c12	CCCC(=O)NC(=O)OC(=O)c1c(Cl)ccc2c(C(=O)O)c3cc(C(=O)O)ccc3c(O)c12
4089	O=C(O)c1ccc2cc(-c3ccccc3)c(C(=O)O)cc2c1	O=C(O)c1ccc2cc(-c3ccccc3)c(C(=O)O)cc2c1
4090	CCC(C)(C)c1ccc2cc3cc(C(=O)O)cc(CCOC(=O)N(C)C)c3cc2c1	CCC(C)(C)c1ccc2cc3cc(C(=O)O)cc(CCOC(=O)N(C)C)c3cc2c1
4091	Cc1cc2cc(-c3ccc(-c4ccc(C(=O)O)[nH]4)c(C)c3)ccc2o1	Cc1cc2cc(-c3ccc(-c4ccc(C(=O)O)[nH]4)c(C)c3)ccc2o1
4092	CCCc1cc(C(=O)O)cc(C(=O)NS(=O)(=O)c2cc(OC)cc3ccc(O)cc23)c1	CCCc1cc(C(=O)O)cc(C(=O)NS(=O)(=O)c2cc(OC)cc3ccc(O)cc23)c1
4093	CCc1cccc(-c2ccc(N)c3c(C)cc(CCC(=O)OC(C)=O)c(C(=O)O)c23)c1	CCc1cccc(-c2ccc(N)c3c(C)cc(CCC(=O)OC(C)=O)c(C(=O)O)c23)c1
4094	NS(=O)(=O)c1cccc2c(F)cc(C(=O)NC(=O)Cc3ccccc3)cc12	NS(=O)(=O)c1cccc2c(F)cc(C(=O)NC(=O)Cc3ccccc3)cc12
4101	CCCCOC(=O)NC(=O)c1cc(O)c(C(=O)O)cc1NC(O)=CC(=O)O	CCCCOC(=O)NC(=O)c1cc(O)c(C(=O)O)cc1NC(O)=CC(=O)O
4104	COc1c(F)c(Cl)cc2c(C(=O)O)ccc(-c3cccc(O)c3O)c12	COc1c(F)c(Cl)cc2c(C(=O)O)ccc(-c3cccc(O)c3O)c12
4105	CC(=O)Cc1cc2c3c(c(CCC(=O)O)ccc3c1)CC=C2	CC(=O)Cc1cc2c3c(c(CCC(=O)O)ccc3c1)CC=C2
4106	CON=C(C(=O)O)C1=CC(C)(C)c2c(cc(C(=O)O)c3ccccc23)C1	CON=C(C(=O)O)C1=CC(C)(C)c2c(cc(C(=O)O)c3ccccc23)C1
4111	COc1cc(C(=O)O)c2cc(OCc3cccc(C)c3)cc(S(=O)(=O)O)c2c1	COc1cc(C(=O)O)c2cc(OCc3cccc(C)c3)cc(S(=O)(=O)O)c2c1
4115	COCc1c(O)c(-c2ccc(O)c3ccccc23)nc(O)c1-c1cccc(OC)c1OC	COCc1c(O)c(-c2ccc(O)c3ccccc23)nc(O)c1-c1cccc(OC)c1OC
4116	CCCOc1cc(Cl)c(C(=O)NC(=O)c2cc(CCC(=O)O)ccc2O)c(CCCC(C)(C)C)c1F	CCCOc1cc(Cl)c(C(=O)NC(=O)c2cc(CCC(=O)O)ccc2O)c(CCCC(C)(C)C)c1F
4121	COCc1cocc1-c1c(C)cc(CCO)c(OC)c1CC(C(=O)O)C(=O)O	COCc1cocc1-c1c(C)cc(CCO)c(OC)c1CC(C(=O)O)C(=O)O
4124	CCCc1cc(Cl)c(-c2cccs2)c(C(=O)NCC(=O)c2cccc(C(=O)NC)c2)c1OCC	CCCc1cc(Cl)c(-c2cccs2)c(C(=O)NCC(=O)c2cccc(C(=O)NC)c2)c1OCC
4125	COC1=CCc2c(C(=O)NO)cc(Cc3ccoc3)c(CCO)c2C1	COC1=CCc2c(C(=O)NO)cc(Cc3ccoc3)c(CCO)c2C1
4126	CCc1[nH]c(O)c(CCC(=O)O)c1CC(=CNCC(=O)Oc1cc(C(=O)O)ccc1O)C(=O)O	CCc1[nH]c(O)c(CCC(=O)O)c1CC(=CNCC(=O)Oc1cc(C(=O)O)ccc1O)C(=O)O
4127	COc1ccc2c(OC(=O)CCC(C)C)cc(Oc3cccc(C(N)=O)c3)c3c2c1NC3	COc1ccc2c(OC(=O)CCC(C)C)cc(Oc3cccc(C(N)=O)c3)c3c2c1NC3
4128	O=C(O)c1cc(O)c(OCCCc2c(C(=O)O)ccc(C(=O)O)c2Cl)cc1F	O=C(O)c1cc(O)c(OCCCc2c(C(=O)O)ccc(C(=O)O)c2Cl)cc1F
4129	Cc1cc(O)cc2cc3cccc(O)c3cc12	Cc1cc(O)cc2cc3cccc(O)c3cc12
4132	O=C(O)c1cc2ccc(CCC(C(=O)O)C(=O)O)cc2cc1Cl	O=C(O)c1cc2ccc(CCC(C(=O)O)C(=O)O)cc2cc1Cl
4133	CCC(=O)N(C(O)=NCC(=O)c1cccc(CC(=O)O)c1)c1ccc(O)c(O)c1S(N)(=O)=O	CCC(=O)N(C(O)=NCC(=O)c1cccc(CC(=O)O)c1)c1ccc(O)c(O)c1S(N)(=O)=O
4138	C=CCc1cccc(O)c1-c1c(C(=O)OC(=O)CC(=O)O)cc2ccccc2c1Cl	C=CCc1cccc(O)c1-c1c(C(=O)OC(=O)CC(=O)O)cc2ccccc2c1Cl
4140	CCc1cc(Cl)c2c(ccc3c(O)nc(C(=O)O)c(C)c32)c1	CCc1cc(Cl)c2c(ccc3c(O)nc(C(=O)O)c(C)c32)c1
4141	C=CCc1c(COc2ccc(NC=O)cc2)ccc2cc(O)[nH]c12	C=CCc1c(COc2ccc(NC=O)cc2)ccc2cc(O)[nH]c12
4143	COc1cccc2ccc(CCC(=O)O)c(O)c12	COc1cccc2ccc(CCC(=O)O)c(O)c12
4145	CN(C=O)C(=O)c1c(O)ccc2c1cc(Cl)c1c(C(=O)O)c(O)[nH]c12	CN(C=O)C(=O)c1c(O)ccc2c1cc(Cl)c1c(C(=O)O)c(O)[nH]c12
4147	CCC(=O)c1c(C(=O)CC=O)c(OC)c2ccccc2c1Oc1cc2[nH]c(C)nc2cc1F	CCC(=O)c1c(C(=O)CC=O)c(OC)c2ccccc2c1Oc1cc2[nH]c(C)nc2cc1F
4151	CCc1ccccc1CCc1c(C)ccc2c(O)nccc12	CCc1ccccc1CCc1c(C)ccc2c(O)nccc12
4156	Cc1ccccc1CCC(=O)NNC(=O)c1cc2cncc(CS(=O)(=O)O)c2cc1S(C)(=O)=O	Cc1ccccc1CCC(=O)NNC(=O)c1cc2cncc(CS(=O)(=O)O)c2cc1S(C)(=O)=O
4161	CNC(=O)c1cc(Nc2ncn[nH]2)c(C=O)c2cc(C(=O)O)cc(F)c12	CNC(=O)c1cc(Nc2ncn[nH]2)c(C=O)c2cc(C(=O)O)cc(F)c12
4163	CCCCc1cnc2c(ccc3[nH]c(C(=CC(=O)O)OCc4cccc5c(O)cccc45)cc32)c1	CCCCc1cnc2c(ccc3[nH]c(C(=CC(=O)O)OCc4cccc5c(O)cccc45)cc32)c1
