SMILES (prior)	SMILES (after) round trip:
4264	O=C(O)C(=O)C=C(C(=O)/C=C/Cc1ccc2cc(O)cc3c2c1[C@H](O)C=C3)[C@H](O)C(=O)O	O=C(O)C(=O)C=C(C(=O)C=CCc1ccc2cc(O)cc3c2c1C(O)C=C3)C(O)C(=O)O
4267	COc1c(Cl)ccc(C(N)=O)c1OCCCC[C@H]1C=C[C@H](C)c2c1c(CC(C)=O)cn2C	COc1c(Cl)ccc(C(N)=O)c1OCCCCC1C=CC(C)c2c1c(CC(C)=O)cn2C
4268	CC1=CC(=C(C)OC[C@H]2C=CCc3c2cccc3[C@@H](Cl)SC(=N)N)CN1	CC1=CC(=C(C)OCC2C=CCc3c2cccc3C(Cl)SC(=N)N)CN1
4269	CC(=O)OC(=O)c1cc(-c2cc(C)c3c(c2)CC=C2C=CC=C[C@H]23)cc2c1CC(C)=CC2	CC(=O)OC(=O)c1cc(-c2cc(C)c3c(c2)CC=C2C=CC=CC23)cc2c1CC(C)=CC2
4270	CC=C(C=C(/C=C1/C=C(OC)C=C(C(=O)O)C1)CC)C(C)C	CC=C(C=C(C=C1C=C(OC)C=C(C(=O)O)C1)CC)C(C)C
4271	CCc1cccc(O)c1C(=O)OC(=O)c1c(O)ncc2c1[C@H]1C=CC=CC1=CC2	CCc1cccc(O)c1C(=O)OC(=O)c1c(O)ncc2c1C1C=CC=CC1=CC2
4272	CCCCC(=O)OC(=O)[C@@H](c1ccccc1)[C@@H](C(=O)OC(C)=O)[C@H](CCCl)[C@H](O)CC	CCCCC(=O)OC(=O)C(c1ccccc1)C(C(=O)OC(C)=O)C(CCCl)C(O)CC
4273	CC[C@H](c1ccc(C(=O)O)cc1)c1c(C#N)cccc1OC	CCC(c1ccc(C(=O)O)cc1)c1c(C#N)cccc1OC
4274	O=C(O)[C@H]1C[C@H](O)[C@H](O)c2cccc(Oc3ccccc3)c21	O=C(O)C1CC(O)C(O)c2cccc(Oc3ccccc3)c21
4275	CNS(=O)(=O)c1cc(O)ccc1[C@H](Cl)c1cc2c(cc1C)CC=C1CC=CC[C@@H]12	CNS(=O)(=O)c1cc(O)ccc1C(Cl)c1cc2c(cc1C)CC=C1CC=CCC12
4279	Cc1ccc([C@@H]2CC=C(Cl)[C@H](F)C2)c2c1[C@H](C(=O)O)Cc1cocc1-2	Cc1ccc(C2CC=C(Cl)C(F)C2)c2c1C(C(=O)O)Cc1cocc1-2
4282	Cc1[nH]cc2c1[C@H]1C=C([C@H](C)C(=O)O)C(O)=CC1=C(CC(=O)O)C2	Cc1[nH]cc2c1C1C=C(C(C)C(=O)O)C(O)=CC1=C(CC(=O)O)C2
4283	CCOC(=O)[C@H]1c2c(c3c(c4oc(C)cc24)CC(CCP(=O)(O)O)=C[C@@H]3O)CC[C@H]1O	CCOC(=O)C1c2c(c3c(c4oc(C)cc24)CC(CCP(=O)(O)O)=CC3O)CCC1O
4287	C/C=C1/C=CCC[C@H]1c1cc(-c2ccc(-c3cc(C)ccc3O)cc2)c(N)nc1C	CC=C1C=CCCC1c1cc(-c2ccc(-c3cc(C)ccc3O)cc2)c(N)nc1C
4288	O=C/C=C/[C@@H]1C=CCc2c1cc(O)c1c2CC=C(O)C1	O=CC=CC1C=CCc2c1cc(O)c1c2CC=C(O)C1
4290	CCc1c(CS(=O)(=O)O)cccc1[C@H](C(=O)O)c1c[nH]c(O)[n+]1CC[C@H](CC)Nc1ccc(C)cc1	CCc1c(CS(=O)(=O)O)cccc1C(C(=O)O)c1c[nH]c(O)[n+]1CCC(CC)Nc1ccc(C)cc1
4291	CCCOCc1ccc(/N=C\O)cc1/C=C\COC	CCCOCc1ccc(N=CO)cc1C=CCOC
4292	COCC[C@@H](O)[C@@H](O)[C@@H](CC[C@H](CCC(=O)O)C(=O)O)c1ccc2c(c1)CC(COC)=C[C@H]2C(C)C	COCCC(O)C(O)C(CCC(CCC(=O)O)C(=O)O)c1ccc2c(c1)CC(COC)=CC2C(C)C
4294	C=C(O)/C(O)=N\C1=C[C@@H]2C=CCc3cc(OC)cc(c32)C1	C=C(O)C(O)=NC1=CC2C=CCc3cc(OC)cc(c32)C1
4296	Cc1ccc(C#N)c2c1CN(CCO)[C@@H]2NCc1ccccc1Cl	Cc1ccc(C#N)c2c1CN(CCO)C2NCc1ccccc1Cl
4297	NCc1[nH]ccc1C[C@@H](C(=O)O)c1c(O)c(F)cc2cccc(F)c12	NCc1[nH]ccc1CC(C(=O)O)c1c(O)c(F)cc2cccc(F)c12
4302	O=C(NCc1ccccc1)OC(=O)c1cc([C@@H]2C=CC=C/C2=C/CO)c(O)cc1O	O=C(NCc1ccccc1)OC(=O)c1cc(C2C=CC=CC2=CCO)c(O)cc1O
4303	CCOC(=O)c1ccc([C@@](O)(c2c(O)[nH]c3c2Cc2cc[nH]c2[C@H]3Cl)C2CCCCC2)cc1O	CCOC(=O)c1ccc(C(O)(c2c(O)[nH]c3c2Cc2cc[nH]c2C3Cl)C2CCCCC2)cc1O
4304	COC[C@H](c1ccc(C(=O)O)c(OC)c1)[C@@H]1C=C(OC)Cc2c1[nH]c1ccccc21	COCC(c1ccc(C(=O)O)c(OC)c1)C1C=C(OC)Cc2c1[nH]c1ccccc21
4305	O=C(O)CC(Cl)=C[C@@H](Oc1ccccc1C(=O)O)c1cccc2c1CCCC2	O=C(O)CC(Cl)=CC(Oc1ccccc1C(=O)O)c1cccc2c1CCCC2
4307	CC(=O)OC[C@@H]1[C@H](C=C(C)C(=O)O)c2cccc3c2[C@H](C(O)=CC3)[C@@H]1O	CC(=O)OCC1C(C=C(C)C(=O)O)c2cccc3c2C(C(O)=CC3)C1O
4310	COC[C@@H](CC(=O)/C=C\C(=O)C=O)c1ccccc1C(=O)O	COCC(CC(=O)C=CC(=O)C=O)c1ccccc1C(=O)O
4313	Cc1ccc(CO)c2c1[C@H]1C=c3cc(Cl)ccc3=CC1=CC2	Cc1ccc(CO)c2c1C1C=c3cc(Cl)ccc3=CC1=CC2
4315	CCNc1cc(S(N)(=O)=O)cc2ccc(F)c(OC/C=C\Cc3cc(O)ccc3C(=O)O)c12	CCNc1cc(S(N)(=O)=O)cc2ccc(F)c(OCC=CCc3cc(O)ccc3C(=O)O)c12
4316	Cc1cc(C(=O)NO)cc([C@@H](F)c2ccc(Cl)c([C@H](C)O)c2C)c1	Cc1cc(C(=O)NO)cc(C(F)c2ccc(Cl)c(C(C)O)c2C)c1
4320	CCOCCCCC(=O)C(=O)N[C@H](C(=O)O)c1cc(C)c(Cl)c2c1[C@H](O)c1cnoc1C2	CCOCCCCC(=O)C(=O)NC(C(=O)O)c1cc(C)c(Cl)c2c1C(O)c1cnoc1C2
4322	C/C=C\[C@H](c1cnc2c(c1)CC=C[C@@H]2O)c1c(CC(=O)OC)cc(F)cc1C(O)=CC#N	CC=CC(c1cnc2c(c1)CC=CC2O)c1c(CC(=O)OC)cc(F)cc1C(O)=CC#N
4323	CC/C=C/Cc1ccc2ccc(C(=O)OC(=O)c3cc(OC)ccc3O)cc2c1O	CCC=CCc1ccc2ccc(C(=O)OC(=O)c3cc(OC)ccc3O)cc2c1O
4325	Oc1ncc(-c2ccc(F)cc2)c2c1CC=C[C@@H]2O	Oc1ncc(-c2ccc(F)cc2)c2c1CC=CC2O
4326	CCO/N=C\C1=CCC(=C[C@@H](O)c2cccc(C(=O)O)c2)C(C(=O)O)=C1	CCON=CC1=CCC(=CC(O)c2cccc(C(=O)O)c2)C(C(=O)O)=C1
4327	O=C(O)C/C=C/C[C@H](O)[C@@H]1C=CCc2c(C(=O)O)cc3c(c21)CC=CC3	O=C(O)CC=CCC(O)C1C=CCc2c(C(=O)O)cc3c(c21)CC=CC3
4329	COc1cc(C)cc(O)c1-c1cccc2cc([C@@H](O)/N=C/O)c(C)c(C)c12	COc1cc(C)cc(O)c1-c1cccc2cc(C(O)N=CO)c(C)c(C)c12
4330	C[C@H](/C=C\Cc1cccc(CO)c1)NCC(=O)O	CC(C=CCc1cccc(CO)c1)NCC(=O)O
4332	CCc1nc(C)c(O)c2c1cc(C(=O)[C@@H](C(=O)O)n1cccc1)c1c(O)cc(O)c(Cl)c12	CCc1nc(C)c(O)c2c1cc(C(=O)C(C(=O)O)n1cccc1)c1c(O)cc(O)c(Cl)c12
4333	CC(F)=C/C=C\C=C(\Cc1ccccc1C)C(=O)O	CC(F)=CC=CC=C(Cc1ccccc1C)C(=O)O
4334	O=C(O)CCC(=O)Cc1c(O)cc(F)c([N+](=O)[O-])c1C(=O)NC(=O)CCO/N=C(\O)NO	O=C(O)CCC(=O)Cc1c(O)cc(F)c([N+](=O)[O-])c1C(=O)NC(=O)CCON=C(O)NO
4335	CCOc1cc(C#N)cc(CCc2[nH]cc3cc(O)ccc23)c1C(=O)OC(=O)[C@H](C)CC	CCOc1cc(C#N)cc(CCc2[nH]cc3cc(O)ccc23)c1C(=O)OC(=O)C(C)CC
4337	CCCc1cc(CC(=O)O)cc2c(CC(=CC(=O)C/C=C\C(=O)O)C(=O)O)cccc12	CCCc1cc(CC(=O)O)cc2c(CC(=CC(=O)CC=CC(=O)O)C(=O)O)cccc12
4340	O=C(O)CCC/C=C(\Cc1ccc2ccccc2c1)C(=O)O	O=C(O)CCCC=C(Cc1ccc2ccccc2c1)C(=O)O
4341	O=C(O)C[C@@H](O)CCc1oc(-c2cccc(Cl)c2)cc1C(=O)O	O=C(O)CC(O)CCc1oc(-c2cccc(Cl)c2)cc1C(=O)O
4342	COC(=O)CCCCCC[C@@H](O)c1ccccc1	COC(=O)CCCCCCC(O)c1ccccc1
4343	OC[C@H](Oc1ccccc1Cl)c1c(O)c(Cl)cc2cc(O)ccc12	OCC(Oc1ccccc1Cl)c1c(O)c(Cl)cc2cc(O)ccc12
4347	Cc1ccccc1C(=O)OC(=O)C(=CC(=O)O)[C@H](CC=O)c1cc2cnccc2cc1O	Cc1ccccc1C(=O)OC(=O)C(=CC(=O)O)C(CC=O)c1cc2cnccc2cc1O
4351	CC(C)c1noc2c1c([C@H](C)C(=O)O)c(C(N)=O)c1cc(CCC(=O)O)ccc12	CC(C)c1noc2c1c(C(C)C(=O)O)c(C(N)=O)c1cc(CCC(=O)O)ccc12
4352	O=Cc1c(CC(=O)O)cc(C(=O)O)cc1C(=O)/C=C/CC(=O)O	O=Cc1c(CC(=O)O)cc(C(=O)O)cc1C(=O)C=CCC(=O)O
4354	CC(=CC(C)=C(C)C/C=C\CO)CC(F)=C1C=CC=C[C@H]1O	CC(=CC(C)=C(C)CC=CCO)CC(F)=C1C=CC=CC1O
4357	C/C=C\Cc1ccc(O)c(C(=O)O)c1OC(=O)CC	CC=CCc1ccc(O)c(C(=O)O)c1OC(=O)CC
4359	COC1=C(NC(=O)OC(N)=O)[C@@H](OC)c2ccc(O)c([C@H](C)c3ccc(OC(C)=O)cc3)c2[C@@H]1CO	COC1=C(NC(=O)OC(N)=O)C(OC)c2ccc(O)c(C(C)c3ccc(OC(C)=O)cc3)c2C1CO
4361	CCC(=O)N(C(=O)c1cccc(OCCCCC(=O)O)c1)S(=O)(=O)[C@@H](N)C(=O)O	CCC(=O)N(C(=O)c1cccc(OCCCCC(=O)O)c1)S(=O)(=O)C(N)C(=O)O
4362	CCCC(F)(F)c1ccc2c3c(cccc13)[C@@H](OC)C=C2CCC(=O)O	CCCC(F)(F)c1ccc2c3c(cccc13)C(OC)C=C2CCC(=O)O
4367	CCCCCCCCOC/C=C\c1ccccc1/C=C\c1ccc(OC)c(F)c1	CCCCCCCCOCC=Cc1ccccc1C=Cc1ccc(OC)c(F)c1
4368	CC[C@@H](Cc1nc(C(=O)O)c(O)[nH]1)c1c2c3c(c4cc(O)cc(O)c14)CC=C(O)[C@H]3N[C@H]2O	CCC(Cc1nc(C(=O)O)c(O)[nH]1)c1c2c3c(c4cc(O)cc(O)c14)CC=C(O)C3NC2O
4370	CCOc1cc(-c2ccc(O)[nH]2)c2c(O)cc(CC)cc2c1C(=O)OC(=O)/C=C(C)\C=C\CC(=O)O	CCOc1cc(-c2ccc(O)[nH]2)c2c(O)cc(CC)cc2c1C(=O)OC(=O)C=C(C)C=CCC(=O)O
4371	CCCCc1c(C(=O)O)cc2c(c1[C@H]1C=CC(C(C)C)=CC1)[C@H](OC)C=C(OC)[C@@H]2C(C)(C)C	CCCCc1c(C(=O)O)cc2c(c1C1C=CC(C(C)C)=CC1)C(OC)C=C(OC)C2C(C)(C)C
4372	C/C=C\C1=C[C@H](OC)c2c(OC(C)=O)nc(O)c(C(C)(C)CCCOC)c2[C@@H]1C	CC=CC1=CC(OC)c2c(OC(C)=O)nc(O)c(C(C)(C)CCCOC)c2C1C
4374	CCCC(=O)OC(=O)CC(=O)[C@@H]1C[C@H](c2ncccc2/N=C(\O)CC(=O)NC)C[C@H](O)[C@H]1O	CCCC(=O)OC(=O)CC(=O)C1CC(c2ncccc2N=C(O)CC(=O)NC)CC(O)C1O
4378	C=CCc1cc(O)c2cc([C@H](C)O)ccc2c1COC(=O)CC(=O)O	C=CCc1cc(O)c2cc(C(C)O)ccc2c1COC(=O)CC(=O)O
4381	COc1cccc2cc([C@H](NC(=O)OC(=O)CO)C(=O)O)ccc12	COc1cccc2cc(C(NC(=O)OC(=O)CO)C(=O)O)ccc12
4382	COC1=C(C[C@H]2CCC[C@H](Cl)[C@@H]2O)C(=O)C(c2cccc(O)c2)=CC1=O	COC1=C(CC2CCCC(Cl)C2O)C(=O)C(c2cccc(O)c2)=CC1=O
4383	Cc1cccc2c1[C@@H](C(=O)NC(=O)[C@@H](OC(=O)CCO)C(=O)NC(=O)c1ccccc1)C=CC2	Cc1cccc2c1C(C(=O)NC(=O)C(OC(=O)CCO)C(=O)NC(=O)c1ccccc1)C=CC2
4384	CO[C@H](C(O)=Nc1cccc(N)c1Br)c1c(O)ccc2cc3cccc(O)c3nc12	COC(C(O)=Nc1cccc(N)c1Br)c1c(O)ccc2cc3cccc(O)c3nc12
4385	CC(=O)/C=C/C=C\C(=CC(/C=C/C(=O)O)=C(C)NC(=O)/C=C(\C)C(=O)O)CC(=O)c1ccccc1	CC(=O)C=CC=CC(=CC(C=CC(=O)O)=C(C)NC(=O)C=C(C)C(=O)O)CC(=O)c1ccccc1
4387	C=C(CO)c1cc(O)ccc1-c1cc(C/C=C/C)c(C)c(-c2cccc(O)c2C(=O)OCCC)c1	C=C(CO)c1cc(O)ccc1-c1cc(CC=CC)c(C)c(-c2cccc(O)c2C(=O)OCCC)c1
4388	COc1ccccc1C(=O)OC(=O)/C(=C/C(C)=C/C=C/C(=O)O)NS(C)(=O)=O	COc1ccccc1C(=O)OC(=O)C(=CC(C)=CC=CC(=O)O)NS(C)(=O)=O
4389	CC[C@H](C)c1c(C(=O)O)cccc1-c1ccc(/C=C(/O)C(=CC(=O)O)C(=O)O)cc1C(=O)O	CCC(C)c1c(C(=O)O)cccc1-c1ccc(C=C(O)C(=CC(=O)O)C(=O)O)cc1C(=O)O
4390	CCc1ccc(/C=N\C2=CCC=C[C@H]2OC)cc1[C@@H](O)CC(C)(C)C	CCc1ccc(C=NC2=CCC=CC2OC)cc1C(O)CC(C)(C)C
4393	C/C=C\[C@H](c1ccccc1O)[C@H](C)c1c(OCCC)ccc2c(O)cc3c(c12)CCCC3	CC=CC(c1ccccc1O)C(C)c1c(OCCC)ccc2c(O)cc3c(c12)CCCC3
4394	C[C@@H](O)c1c([C@H](C)C[C@H](O)[C@H](O)CO)c(C(=O)O)c2n1-c1ccccc1C2	CC(O)c1c(C(C)CC(O)C(O)CO)c(C(=O)O)c2n1-c1ccccc1C2
4395	O=C(O)Cc1c(C/N=C(/O)Nc2ccc(-c3ccccc3)cc2)cc(O)c2[nH]ccc12	O=C(O)Cc1c(CN=C(O)Nc2ccc(-c3ccccc3)cc2)cc(O)c2[nH]ccc12
4400	Cc1cccc2[nH]c(N)[n+](C(=O)CNC(=O)[C@H](N)C(=O)O)c12	Cc1cccc2[nH]c(N)[n+](C(=O)CNC(=O)C(N)C(=O)O)c12
4404	O=C(O)c1c(S(=O)(=O)NC(=O)[C@H](Cc2ccccc2)C(=O)O)c(O)cc2ccc(O)cc12	O=C(O)c1c(S(=O)(=O)NC(=O)C(Cc2ccccc2)C(=O)O)c(O)cc2ccc(O)cc12
4405	CCc1c([C@@H]2CC=CC=C2C(=O)O)cc2c(c1[C@@H](C)O)[C@@H]1CNC[C@H]1[C@@H](O)C2	CCc1c(C2CC=CC=C2C(=O)O)cc2c(c1C(C)O)C1CNCC1C(O)C2
4406	CC[C@@H]1c2ccc(C)cc2Cc2ccnc(O)c21	CCC1c2ccc(C)cc2Cc2ccnc(O)c21
4407	C/C=C\[C@@H](O)CCCc1ccc2ccccc2c1OCC	CC=CC(O)CCCc1ccc2ccccc2c1OCC
4408	O=C(O)c1cc(O)c([C@@H]2CCCC[C@H]2C(=O)O)cc1F	O=C(O)c1cc(O)c(C2CCCCC2C(=O)O)cc1F
4414	COc1cccc2c1[C@@H](C(=O)Oc1c(CCC(C)(C)F)cccc1C(=O)NO)C=CC2	COc1cccc2c1C(C(=O)Oc1c(CCC(C)(C)F)cccc1C(=O)NO)C=CC2
4418	CC/C=C/C=C(/Cl)c1ccccc1C(=O)OC(=O)Cc1ccc(C(=O)O)cc1	CCC=CC=C(Cl)c1ccccc1C(=O)OC(=O)Cc1ccc(C(=O)O)cc1
4420	Cc1c(C(=O)O)cc(C/C=C\CCC(=O)O)c2cc(O)ccc12	Cc1c(C(=O)O)cc(CC=CCCC(=O)O)c2cc(O)ccc12
4421	CC(=CC(=O)C/C=C(\Cc1ccc(O)c2c(C)nc(O)cc12)C(=O)O)C(=O)CC1=CC(=O)C=CC1	CC(=CC(=O)CC=C(Cc1ccc(O)c2c(C)nc(O)cc12)C(=O)O)C(=O)CC1=CC(=O)C=CC1
4424	CC1=CCc2c(c(Oc3c(O)cccc3Br)c3nc(C(=O)O)c(O)cc3c2CCC(=O)O)[C@@H]1O	CC1=CCc2c(c(Oc3c(O)cccc3Br)c3nc(C(=O)O)c(O)cc3c2CCC(=O)O)C1O
4426	CC(C)c1cc(C(=O)O)cc(Cl)c1[C@@H](NC(=O)c1cc(O)n(C(C(=O)O)C(=O)O)c1)C(=O)O	CC(C)c1cc(C(=O)O)cc(Cl)c1C(NC(=O)c1cc(O)n(C(C(=O)O)C(=O)O)c1)C(=O)O
4427	NC(=NCC(=O)OCc1c(F)ccc(F)c1O)/N=C(/O)CC=O	NC(N=C(O)CC=O)=NCC(=O)OCc1c(F)ccc(F)c1O
4428	COc1ccc(S(=O)(=O)NC(=O)c2ccc(N/C=C/CC(=O)O)cc2OC)cc1	COc1ccc(S(=O)(=O)NC(=O)c2ccc(NC=CCC(=O)O)cc2OC)cc1
4429	COc1cc2cccc(OC)c2c2c(C[C@@H](N)C(=O)O)c[nH]c12	COc1cc2cccc(OC)c2c2c(CC(N)C(=O)O)c[nH]c12
4430	COc1ccc2[nH]c3ccc([C@@H](C(=O)O)[C@@H](O)C(=O)OC(C)=O)cc3c2c1	COc1ccc2[nH]c3ccc(C(C(=O)O)C(O)C(=O)OC(C)=O)cc3c2c1
4431	CCCCC(C)(C)c1ccc(C(C)C)c2c1CC[C@@H](OC1=CCc3cccnc3C1)C2	CCCCC(C)(C)c1ccc(C(C)C)c2c1CCC(OC1=CCc3cccnc3C1)C2
4433	CCc1cocc1[C@H](C)C(=C/C=C\COc1ccccc1)OC	CCc1cocc1C(C)C(=CC=CCOc1ccccc1)OC
4434	CC(N)=Nc1cc2c(C(=O)O)cc(N(C)/C=C/C(=O)O)cc2nc1O	CC(N)=Nc1cc2c(C(=O)O)cc(N(C)C=CC(=O)O)cc2nc1O
4435	COc1ccc2ncc3ccccc3c2c1C[C@@](O)(CCC(C)C)c1cc(O)cc(CC(=O)O)c1	COc1ccc2ncc3ccccc3c2c1CC(O)(CCC(C)C)c1cc(O)cc(CC(=O)O)c1
4436	CC(CO)=C(C(=O)O)[C@H](O)c1ccc(O)c(Oc2ccccc2)c1	CC(CO)=C(C(=O)O)C(O)c1ccc(O)c(Oc2ccccc2)c1
4437	O=C(CCc1cc(Cl)cc2ccccc12)NC(=O)O[P@](=O)(O)OC(=O)C[n+]1c(O)c[nH]c1O	O=C(CCc1cc(Cl)cc2ccccc12)NC(=O)OP(=O)(O)OC(=O)C[n+]1c(O)c[nH]c1O
4438	CCC1=C[C@@H](C(=O)NC(=O)c2ccccc2)c2c3c(c4cc[nH]c4c2C1)[C@H](C(=O)O)C=CC3	CCC1=CC(C(=O)NC(=O)c2ccccc2)c2c3c(c4cc[nH]c4c2C1)C(C(=O)O)C=CC3
4441	CC1=C[C@H](C(=O)O)c2cccc(COc3ccccc3)c2C1	CC1=CC(C(=O)O)c2cccc(COc3ccccc3)c2C1
4444	CCc1cc(C)c(C)cc1[C@H](c1c(C)cccc1C)C(C)(C)O	CCc1cc(C)c(C)cc1C(c1c(C)cccc1C)C(C)(C)O
4446	Cc1ccccc1[C@@H](O)c1cc(O)cc2ccc(CO)cc12	Cc1ccccc1C(O)c1cc(O)cc2ccc(CO)cc12
4447	CN(CCC1=CCc2c(cccc2[C@H](N)C(=O)O)C1)c1c(CC(=O)O)ccc2ccccc12	CN(CCC1=CCc2c(cccc2C(N)C(=O)O)C1)c1c(CC(=O)O)ccc2ccccc12
4448	CCc1c(O)c(C)c2c3c(ccc(CC(=O)O)c13)[C@H](Cl)C=C2	CCc1c(O)c(C)c2c3c(ccc(CC(=O)O)c13)C(Cl)C=C2
4451	COc1ccc(C(=O)O/N=C(\O)CCCCC(=O)O)c(O)c1C(=O)NC(=O)c1ccncc1O	COc1ccc(C(=O)ON=C(O)CCCCC(=O)O)c(O)c1C(=O)NC(=O)c1ccncc1O
4452	CC(=O)OC(=O)Nc1cc2c(cc1[N+](=O)[O-])[C@H](C)C=CC2	CC(=O)OC(=O)Nc1cc2c(cc1[N+](=O)[O-])C(C)C=CC2
4454	CCC[C@](C)(O)[C@H]1C(C(F)(F)F)=C2[C@H]3C=CC=CC3=CC[C@H]2c2c1ccc(O)c2C(C)=O	CCCC(C)(O)C1C(C(F)(F)F)=C2C3C=CC=CC3=CCC2c2c1ccc(O)c2C(C)=O
4455	Cc1cc(CCCC[C@@H](C(=O)O)C(=O)Oc2cccc3cc[nH]c23)c[nH]1	Cc1cc(CCCCC(C(=O)O)C(=O)Oc2cccc3cc[nH]c23)c[nH]1
4457	CCC[C@@H](/C=C1\CC(=O)C=C(C)C1=O)c1ccc2ccc(OC)cc2c1OC	CCCC(C=C1CC(=O)C=C(C)C1=O)c1ccc2ccc(OC)cc2c1OC
4459	CC(C)[C@H](C)CCc1[nH]ccc1[C@@H](O)CCNc1ccc(C(=O)O)c(O)n1	CC(C)C(C)CCc1[nH]ccc1C(O)CCNc1ccc(C(=O)O)c(O)n1
4460	COC[C@@H]1C=C(c2ccccc2)[C@@H](CCCC(=O)O)c2ccc3c(c21)CC(C)=C(C)C3	COCC1C=C(c2ccccc2)C(CCCC(=O)O)c2ccc3c(c21)CC(C)=C(C)C3
4461	CCCC1=C(CC(=O)O)C=CC2=C[C@H](C(=O)O)c3ccccc3[C@@H]21	CCCC1=C(CC(=O)O)C=CC2=CC(C(=O)O)c3ccccc3C21
4463	Nc1cc(Cc2ccccc2)cc2c3c(nc(O)c12)CC=C[C@H]3C[C@@H](O)C(=O)O	Nc1cc(Cc2ccccc2)cc2c3c(nc(O)c12)CC=CC3CC(O)C(=O)O
4464	COc1c(F)c(O)c2c(c1CC/C=C(\O)Br)C(=O)C=C(NC(=O)O)C2=O	COc1c(F)c(O)c2c(c1CCC=C(O)Br)C(=O)C=C(NC(=O)O)C2=O
4467	CCCOc1ccccc1[C@H]1CCC[C@H](NC(Cl)=CCc2cccc(C(=O)O)c2)C1=CCCO	CCCOc1ccccc1C1CCCC(NC(Cl)=CCc2cccc(C(=O)O)c2)C1=CCCO
4468	CC[C@@H](O)c1cc(C(=O)O)c(O)c(C(=O)O)c1O/C=C\C(=O)OC(=O)NOC	CCC(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1OC=CC(=O)OC(=O)NOC
4472	C=CCc1ccc(CC(=O)OCCCC)c(C/C=C\CC#N)c1	C=CCc1ccc(CC(=O)OCCCC)c(CC=CCC#N)c1
4473	CCOC1=C2C(OC)=c3cc(C(=O)O)ccc3=C[C@H]2c2c(cccc2C(=O)O)C1	CCOC1=C2C(OC)=c3cc(C(=O)O)ccc3=CC2c2c(cccc2C(=O)O)C1
4474	O=C1CC[C@@H](OC(=O)CO)[C@H](NC(=O)OC(=O)c2cc(F)c(O)cc2O)C1	O=C1CCC(OC(=O)CO)C(NC(=O)OC(=O)c2cc(F)c(O)cc2O)C1
4477	O=C(OC(=O)[C@H](O)[C@@H]1C[C@@H](O)[C@@H]2C=CCC3=C2[C@H]1c1ccccc1C3)c1ccc(O)cc1	O=C(OC(=O)C(O)C1CC(O)C2C=CCC3=C2C1c1ccccc1C3)c1ccc(O)cc1
4478	COC1=CC2=CCc3ccc(C(=O)O)c(O)c3[C@@H]2C=C1	COC1=CC2=CCc3ccc(C(=O)O)c(O)c3C2C=C1
4481	CC(C)C1=CCc2c(ccc(O)c2[C@@H](NC=O)C(=O)O)C1	CC(C)C1=CCc2c(ccc(O)c2C(NC=O)C(=O)O)C1
4482	CC1=C[C@@H](c2ccc(O)c3cccc(CO)c23)CCC1	CC1=CC(c2ccc(O)c3cccc(CO)c23)CCC1
4486	COC1=CC=C[C@H](c2c(O)nc(O)c(Cc3[nH]ccc3C)c2[C@H](O)CO)C1	COC1=CC=CC(c2c(O)nc(O)c(Cc3[nH]ccc3C)c2C(O)CO)C1
4488	CC(C)c1ccc(C(=O)O)cc1[C@@H]1C=CC(CCC(=O)O)=CC1	CC(C)c1ccc(C(=O)O)cc1C1C=CC(CCC(=O)O)=CC1
4490	CNCC/C=C(\CCOC)COC(=O)c1ccc2c(O)noc2c1OCC(=O)O	CNCCC=C(CCOC)COC(=O)c1ccc2c(O)noc2c1OCC(=O)O
4491	O=C(O)c1c(O)nc(Cl)c2c1[C@@H](O)c1c(O)ccc3c1[C@@H]2C=C[C@H]3C(=O)O	O=C(O)c1c(O)nc(Cl)c2c1C(O)c1c(O)ccc3c1C2C=CC3C(=O)O
4492	CCCCCCOC(=O)C1=C[C@H](C(=O)OC)c2c(c(F)cc3c2CC=C[C@@H]3C)C1	CCCCCCOC(=O)C1=CC(C(=O)OC)c2c(c(F)cc3c2CC=CC3C)C1
4493	O=C(O)C[C@H](O)/C=C(\Cc1cccc(-c2c(O)cc(O)c3c2c(Cl)cc2cc[nH]c23)c1)C(=O)O	O=C(O)CC(O)C=C(Cc1cccc(-c2c(O)cc(O)c3c2c(Cl)cc2cc[nH]c23)c1)C(=O)O
4495	C/C=C1/C=CC(O)=C(C(=O)O)[C@H]1c1ccc(O)c(C(=O)O)c1	CC=C1C=CC(O)=C(C(=O)O)C1c1ccc(O)c(C(=O)O)c1
4496	CCc1cc(O)cc([C@@H](NC(=O)NC(=O)[C@H](N)C(=O)O)C(=O)O)c1	CCc1cc(O)cc(C(NC(=O)NC(=O)C(N)C(=O)O)C(=O)O)c1
4497	COc1cc(Cl)c2c(CCO)c3ccccc3cc2c1C(=O)CC(=O)[C@@H](O)C(=O)NCC(=O)O	COc1cc(Cl)c2c(CCO)c3ccccc3cc2c1C(=O)CC(=O)C(O)C(=O)NCC(=O)O
4498	CC[C@@H](/N=C(/O)C(=O)Nc1ccc(CC(C(=O)O)C(=O)O)c(-c2cccc(COC)c2)c1)C(C)C	CCC(N=C(O)C(=O)Nc1ccc(CC(C(=O)O)C(=O)O)c(-c2cccc(COC)c2)c1)C(C)C
